# STN,Date,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,   VV,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,
249,01/01/2021,20210101,1,260,10,10,20,-5,-9,0,0,0,0,34,97,7,0,0,0,0,0
249,01/01/2021,20210101,2,240,10,20,20,-5,-10,0,0,0,0,48,96,7,0,0,0,0,0
249,01/01/2021,20210101,3,230,20,20,30,4,-4,0,0,0,0,29,94,7,0,0,0,0,0
249,01/01/2021,20210101,4,230,30,30,30,12,2,0,0,0,0,39,93,7,0,0,0,0,0
249,01/01/2021,20210101,5,320,20,20,50,12,4,0,0,0,-1,49,94,7,0,1,0,0,0
249,01/01/2021,20210101,6,260,20,20,50,24,19,0,0,7,3,65,96,7,0,1,0,0,0
249,01/01/2021,20210101,7,0,10,0,30,27,23,0,1,2,3,65,97,7,0,1,0,0,0
249,01/01/2021,20210101,8,200,20,20,20,22,18,0,1,0,-1,63,97,7,0,1,0,0,0
249,01/01/2021,20210101,9,190,20,10,20,21,17,2,10,0,0,65,97,7,0,0,0,0,0
249,01/01/2021,20210101,10,220,20,30,40,46,39,5,31,0,0,59,94,7,0,0,0,0,0
249,01/01/2021,20210101,11,190,20,20,40,41,34,3,37,0,0,50,94,7,0,0,0,0,0
249,01/01/2021,20210101,12,220,10,20,20,59,41,7,58,0,0,60,87,7,0,0,0,0,0
249,01/01/2021,20210101,13,230,20,20,30,60,40,5,59,0,0,61,87,5,0,0,0,0,0
249,01/01/2021,20210101,14,270,20,20,30,67,47,8,49,0,0,61,87,5,0,0,0,0,0
249,01/01/2021,20210101,15,220,20,20,20,54,45,7,20,0,0,61,93,5,0,0,0,0,0
249,01/01/2021,20210101,16,200,20,30,30,32,28,0,3,0,0,60,97,5,0,0,0,0,0
249,01/01/2021,20210101,17,210,20,20,30,34,31,0,0,0,0,58,98,7,0,0,0,0,0
249,01/01/2021,20210101,18,220,20,20,30,38,34,0,0,0,0,62,97,5,0,0,0,0,0
249,01/01/2021,20210101,19,210,20,20,40,37,33,0,0,0,0,61,97,5,0,0,0,0,0
249,01/01/2021,20210101,20,220,30,30,40,37,33,0,0,0,0,65,96,5,0,0,0,0,0
249,01/01/2021,20210101,21,220,30,30,40,39,33,0,0,0,0,65,95,5,0,0,0,0,0
249,01/01/2021,20210101,22,230,30,20,40,42,37,0,0,0,0,65,96,5,0,0,0,0,0
249,01/01/2021,20210101,23,220,30,30,40,41,35,0,0,0,0,65,95,5,0,0,0,0,0
249,01/01/2021,20210101,24,230,30,20,40,31,27,0,0,0,0,65,97,5,0,0,0,0,0
249,02/01/2021,20210102,1,230,20,20,30,30,26,0,0,0,0,65,97,5,0,0,0,0,0
249,02/01/2021,20210102,2,230,20,20,30,29,26,0,0,0,0,58,98,7,0,0,0,0,0
249,02/01/2021,20210102,3,230,20,20,30,18,15,0,0,0,0,38,98,7,0,0,0,0,0
249,02/01/2021,20210102,4,240,20,20,30,11,8,0,0,0,0,36,98,7,0,0,0,0,0
249,02/01/2021,20210102,5,220,20,20,30,12,9,0,0,0,-1,56,98,7,0,1,0,0,0
249,02/01/2021,20210102,6,210,20,20,30,18,15,0,0,0,0,44,98,7,0,0,0,0,0
249,02/01/2021,20210102,7,230,20,10,30,17,14,0,0,0,0,58,98,7,0,0,0,0,0
249,02/01/2021,20210102,8,260,10,20,30,12,8,0,1,0,0,61,97,5,0,0,0,0,0
249,02/01/2021,20210102,9,230,20,20,20,14,10,5,13,0,0,62,97,5,0,0,0,0,0
249,02/01/2021,20210102,10,200,20,10,20,43,38,10,44,0,0,65,96,5,0,0,0,0,0
249,02/01/2021,20210102,11,260,10,10,20,58,44,10,67,0,0,70,90,5,0,0,0,0,0
249,02/01/2021,20210102,12,260,20,20,30,76,48,10,81,0,0,70,82,5,0,0,0,0,0
249,02/01/2021,20210102,13,210,10,10,30,60,45,2,37,4,13,70,90,7,0,1,0,0,0
249,02/01/2021,20210102,14,190,20,20,30,42,34,0,19,0,0,65,94,5,0,0,0,0,0
249,02/01/2021,20210102,15,190,20,20,30,29,25,2,12,0,0,60,97,7,0,0,0,0,0
249,02/01/2021,20210102,16,100,20,10,30,22,19,0,3,0,0,23,98,7,1,0,0,0,0
249,02/01/2021,20210102,17,280,10,10,20,7,7,0,0,0,0,6,100,7,1,0,0,0,0
249,02/01/2021,20210102,18,130,10,20,30,17,14,0,0,0,0,29,98,7,1,0,0,0,0
249,02/01/2021,20210102,19,160,20,20,30,18,15,0,0,0,0,41,98,7,0,0,0,0,0
249,02/01/2021,20210102,20,130,20,20,30,19,19,0,0,0,0,0,100,7,1,0,0,0,0
249,02/01/2021,20210102,21,110,10,20,40,31,28,0,0,0,0,23,98,7,1,0,0,0,0
249,02/01/2021,20210102,22,80,20,20,40,31,28,0,0,0,0,23,98,7,0,0,0,0,0
249,02/01/2021,20210102,23,80,20,30,40,31,28,0,0,0,0,24,98,7,0,0,0,0,0
249,02/01/2021,20210102,24,80,30,20,40,29,27,0,0,0,0,56,98,7,0,0,0,0,0
249,03/01/2021,20210103,1,90,20,20,40,31,29,0,0,0,0,56,98,7,0,0,0,0,0
249,03/01/2021,20210103,2,50,20,30,30,11,8,0,0,0,0,26,98,7,0,0,0,0,0
249,03/01/2021,20210103,3,30,20,20,30,13,10,0,0,0,0,27,98,7,0,0,0,0,0
249,03/01/2021,20210103,4,40,20,20,30,0,-3,0,0,0,0,18,98,7,0,0,0,0,0
249,03/01/2021,20210103,5,70,30,30,50,12,9,0,0,0,0,13,98,7,0,0,0,0,0
249,03/01/2021,20210103,6,60,30,30,40,19,16,0,0,0,0,26,98,7,0,0,0,0,0
249,03/01/2021,20210103,7,50,30,40,50,27,24,0,0,0,0,25,98,7,0,0,0,0,0
249,03/01/2021,20210103,8,50,30,30,50,26,23,0,0,0,0,26,98,7,0,0,0,0,0
249,03/01/2021,20210103,9,70,40,40,50,32,30,0,3,0,0,28,98,7,0,0,0,0,0
249,03/01/2021,20210103,10,70,40,40,60,34,30,0,9,0,0,40,96,7,0,0,0,0,0
249,03/01/2021,20210103,11,60,40,30,50,41,28,0,30,0,0,56,91,7,0,0,0,0,0
249,03/01/2021,20210103,12,60,40,50,70,45,28,0,45,0,0,58,88,7,0,0,0,0,0
249,03/01/2021,20210103,13,40,50,60,80,45,28,7,59,0,0,57,89,7,0,0,0,0,0
249,03/01/2021,20210103,14,40,60,60,100,41,26,7,40,0,0,58,89,7,0,0,0,0,0
249,03/01/2021,20210103,15,40,60,70,100,39,21,0,8,0,0,62,88,5,0,0,0,0,0
249,03/01/2021,20210103,16,40,70,60,100,32,13,0,3,0,0,70,87,5,0,0,0,0,0
249,03/01/2021,20210103,17,40,70,80,100,33,13,0,0,0,0,70,86,5,0,0,0,0,0
249,03/01/2021,20210103,18,50,70,70,110,35,6,0,0,0,0,70,81,5,0,0,0,0,0
249,03/01/2021,20210103,19,40,70,80,110,34,10,0,0,0,0,70,83,5,0,0,0,0,0
249,03/01/2021,20210103,20,40,70,70,100,35,11,0,0,0,0,70,84,5,0,0,0,0,0
249,03/01/2021,20210103,21,40,70,70,110,36,15,0,0,0,0,70,86,5,0,0,0,0,0
249,03/01/2021,20210103,22,50,80,90,120,38,18,0,0,0,0,70,86,5,0,0,0,0,0
249,03/01/2021,20210103,23,50,80,90,120,37,22,0,0,0,-1,70,90,7,0,1,0,0,0
249,03/01/2021,20210103,24,50,90,90,130,36,23,0,0,5,1,65,91,7,0,1,0,0,0
249,04/01/2021,20210104,1,50,80,80,120,36,23,0,0,0,-1,65,91,7,0,1,0,0,0
249,04/01/2021,20210104,2,50,90,90,120,34,24,0,0,5,1,65,93,7,0,1,0,0,0
249,04/01/2021,20210104,3,50,90,80,130,33,23,0,0,7,1,65,93,7,0,1,0,0,0
249,04/01/2021,20210104,4,50,80,80,120,32,23,0,0,10,4,65,94,7,0,1,0,0,0
249,04/01/2021,20210104,5,50,90,90,120,32,23,0,0,0,-1,65,93,7,0,1,0,0,0
249,04/01/2021,20210104,6,50,90,90,130,33,22,0,0,0,-1,65,92,7,0,1,0,0,0
249,04/01/2021,20210104,7,50,90,80,130,33,20,0,0,0,-1,65,91,7,0,1,0,0,0
249,04/01/2021,20210104,8,50,90,90,120,31,17,0,1,0,-1,70,90,7,0,1,0,0,0
249,04/01/2021,20210104,9,50,90,90,130,32,14,0,6,0,0,70,88,7,0,0,0,0,0
249,04/01/2021,20210104,10,50,90,90,130,29,9,0,9,0,0,70,86,5,0,0,0,0,0
249,04/01/2021,20210104,11,60,90,90,130,30,7,0,14,0,0,70,85,5,0,0,0,0,0
249,04/01/2021,20210104,12,50,90,90,130,26,3,0,19,0,0,70,84,7,0,0,0,0,0
249,04/01/2021,20210104,13,50,90,100,130,24,0,0,22,0,0,70,83,5,0,0,0,0,0
249,04/01/2021,20210104,14,50,100,90,140,23,-1,0,18,0,0,70,84,5,0,0,0,0,0
249,04/01/2021,20210104,15,40,90,80,130,23,-3,0,9,0,0,70,82,5,0,0,0,0,0
249,04/01/2021,20210104,16,50,80,90,120,23,-4,0,2,0,0,70,82,5,0,0,0,0,0
249,04/01/2021,20210104,17,50,80,80,110,24,-2,0,0,0,0,70,83,5,0,0,0,0,0
249,04/01/2021,20210104,18,50,80,90,120,25,0,0,0,0,0,70,83,5,0,0,0,0,0
249,04/01/2021,20210104,19,50,90,80,130,24,1,0,0,0,0,70,84,5,0,0,0,0,0
249,04/01/2021,20210104,20,50,80,90,120,26,1,0,0,0,0,70,83,5,0,0,0,0,0
249,04/01/2021,20210104,21,50,80,90,130,24,5,0,0,0,-1,70,87,7,0,1,0,0,0
249,04/01/2021,20210104,22,50,80,90,130,23,9,0,0,3,1,70,89,7,0,1,0,0,0
249,04/01/2021,20210104,23,50,80,80,120,25,9,0,0,4,1,70,88,7,0,1,0,0,0
249,04/01/2021,20210104,24,50,80,80,110,24,10,0,0,0,-1,70,90,7,0,1,0,0,0
249,05/01/2021,20210105,1,50,70,70,110,24,11,0,0,0,-1,65,91,7,0,1,0,0,0
249,05/01/2021,20210105,2,50,70,70,100,24,11,0,0,0,-1,70,90,7,0,1,0,0,0
249,05/01/2021,20210105,3,50,70,60,100,24,13,0,0,0,0,65,92,7,0,0,0,0,0
249,05/01/2021,20210105,4,50,60,60,90,24,14,0,0,0,-1,65,93,7,0,1,0,0,0
249,05/01/2021,20210105,5,50,70,70,100,25,16,0,0,0,-1,65,93,7,0,1,0,0,0
249,05/01/2021,20210105,6,50,70,70,100,25,17,0,0,0,-1,65,94,7,0,1,0,0,0
249,05/01/2021,20210105,7,60,70,70,100,28,19,0,0,5,1,65,93,7,0,1,0,0,0
249,05/01/2021,20210105,8,60,70,60,100,28,18,0,1,0,-1,65,93,7,0,1,0,0,0
249,05/01/2021,20210105,9,50,60,60,90,29,19,0,5,3,1,65,92,7,0,1,0,0,0
249,05/01/2021,20210105,10,50,60,70,90,30,21,0,12,6,2,65,93,7,0,1,0,0,0
249,05/01/2021,20210105,11,50,70,70,110,29,21,0,27,3,1,65,94,7,0,1,0,0,0
249,05/01/2021,20210105,12,50,60,60,90,31,23,0,24,0,0,65,94,7,0,0,0,0,0
249,05/01/2021,20210105,13,50,60,60,90,30,23,0,20,0,-1,65,94,7,0,1,0,0,0
249,05/01/2021,20210105,14,60,70,60,100,32,24,0,10,0,0,63,94,5,0,0,0,0,0
249,05/01/2021,20210105,15,50,60,70,90,30,26,0,7,0,0,60,96,7,0,0,0,0,0
249,05/01/2021,20210105,16,60,70,60,100,32,25,0,1,0,0,65,95,5,0,0,0,0,0
249,05/01/2021,20210105,17,60,60,60,90,31,25,0,0,0,-1,65,95,7,0,1,0,0,0
249,05/01/2021,20210105,18,60,60,60,90,30,24,0,0,9,2,64,95,7,0,1,0,0,0
249,05/01/2021,20210105,19,60,70,60,100,32,23,0,0,2,2,65,94,7,0,1,0,0,0
249,05/01/2021,20210105,20,60,60,60,90,31,23,0,0,0,0,65,94,5,0,0,0,0,0
249,05/01/2021,20210105,21,60,50,50,80,30,24,0,0,0,0,65,95,7,0,0,0,0,0
249,05/01/2021,20210105,22,50,60,60,90,30,23,0,0,0,0,65,94,5,0,0,0,0,0
249,05/01/2021,20210105,23,50,60,60,80,29,20,0,0,0,0,65,94,5,0,0,0,0,0
249,05/01/2021,20210105,24,50,60,60,80,26,17,0,0,0,0,65,93,7,0,0,0,0,0
249,06/01/2021,20210106,1,50,60,70,100,22,10,0,0,0,0,65,91,5,0,0,0,0,0
249,06/01/2021,20210106,2,50,70,70,110,19,6,0,0,0,0,65,91,5,0,0,0,0,0
249,06/01/2021,20210106,3,50,60,60,90,20,8,0,0,0,0,65,91,5,0,0,0,0,0
249,06/01/2021,20210106,4,40,50,40,80,18,8,0,0,0,0,65,93,5,0,0,0,0,0
249,06/01/2021,20210106,5,40,40,40,60,13,3,0,0,0,0,65,93,5,0,0,0,0,0
249,06/01/2021,20210106,6,30,30,20,60,2,-4,0,0,0,0,65,95,5,0,0,0,0,0
249,06/01/2021,20210106,7,40,30,30,40,9,4,0,0,0,0,65,96,5,0,0,0,0,0
249,06/01/2021,20210106,8,40,20,20,40,7,3,0,1,0,0,65,97,5,0,0,0,0,0
249,06/01/2021,20210106,9,330,10,20,20,6,2,0,6,0,0,61,97,5,0,0,0,0,0
249,06/01/2021,20210106,10,340,20,20,30,23,16,0,16,0,0,65,95,5,0,0,0,0,0
249,06/01/2021,20210106,11,350,20,30,30,28,18,0,23,0,0,65,93,5,0,0,0,0,0
249,06/01/2021,20210106,12,360,30,30,40,29,16,0,20,0,0,65,91,5,0,0,0,0,0
249,06/01/2021,20210106,13,350,20,20,40,30,11,0,23,0,0,70,87,5,0,0,0,0,0
249,06/01/2021,20210106,14,320,30,30,40,28,13,0,14,0,0,70,90,5,0,0,0,0,0
249,06/01/2021,20210106,15,330,30,20,40,25,14,0,9,0,0,65,92,5,0,0,0,0,0
249,06/01/2021,20210106,16,320,20,10,40,17,10,0,3,0,0,65,95,5,0,0,0,0,0
249,06/01/2021,20210106,17,290,20,20,20,15,11,0,0,0,0,65,97,5,0,0,0,0,0
249,06/01/2021,20210106,18,300,20,20,30,14,8,0,0,0,0,65,95,5,0,0,0,0,0
249,06/01/2021,20210106,19,300,20,30,30,17,8,0,0,0,0,65,93,5,0,0,0,0,0
249,06/01/2021,20210106,20,290,30,20,40,17,12,0,0,0,-1,65,96,7,0,1,0,0,0
249,06/01/2021,20210106,21,360,20,20,40,15,11,0,0,10,1,65,96,7,0,1,0,0,0
249,06/01/2021,20210106,22,300,20,20,30,12,8,0,0,0,-1,65,97,7,0,1,1,0,0
249,06/01/2021,20210106,23,290,20,20,30,9,5,0,0,0,-1,65,97,7,0,1,0,0,0
249,06/01/2021,20210106,24,280,20,20,30,9,5,0,0,10,1,65,97,7,0,1,0,0,0
249,07/01/2021,20210107,1,270,20,20,30,8,4,0,0,0,-1,65,97,7,0,1,0,0,0
249,07/01/2021,20210107,2,270,20,20,30,6,2,0,0,0,-1,65,97,7,0,1,1,0,0
249,07/01/2021,20210107,3,260,20,20,30,12,8,0,0,7,1,62,97,7,0,1,0,0,0
249,07/01/2021,20210107,4,260,20,20,30,14,11,0,0,10,2,58,98,7,0,1,0,0,0
249,07/01/2021,20210107,5,290,20,20,30,17,13,0,0,10,2,60,97,7,0,1,0,0,0
249,07/01/2021,20210107,6,300,30,30,40,20,16,0,0,10,2,64,97,7,0,1,0,0,0
249,07/01/2021,20210107,7,290,30,20,40,7,3,0,0,0,-1,65,97,7,0,1,0,0,0
249,07/01/2021,20210107,8,300,30,40,60,20,17,0,1,7,2,57,98,7,0,1,0,0,0
249,07/01/2021,20210107,9,340,50,40,80,21,19,0,5,10,3,57,98,7,0,1,0,0,0
249,07/01/2021,20210107,10,330,30,50,70,38,28,0,21,9,1,65,92,7,0,1,0,0,0
249,07/01/2021,20210107,11,320,60,70,90,38,28,0,27,0,-1,65,92,7,0,1,0,0,0
249,07/01/2021,20210107,12,320,50,50,100,41,32,0,24,0,-1,65,93,7,0,1,0,0,0
249,07/01/2021,20210107,13,330,60,60,100,37,30,0,19,10,11,58,95,7,0,1,0,0,0
249,07/01/2021,20210107,14,320,70,70,110,35,29,0,18,10,7,61,95,7,0,1,0,0,0
249,07/01/2021,20210107,15,330,60,40,110,32,28,0,8,10,12,56,97,7,0,1,0,0,0
249,07/01/2021,20210107,16,320,60,60,100,36,29,0,2,10,9,59,95,7,0,1,0,0,0
249,07/01/2021,20210107,17,330,70,70,130,31,25,0,0,10,15,62,95,7,0,1,0,0,0
249,07/01/2021,20210107,18,330,40,40,90,29,26,0,0,10,6,63,97,7,0,1,0,0,0
249,07/01/2021,20210107,19,320,30,20,60,29,25,0,0,10,5,65,97,7,0,1,0,0,0
249,07/01/2021,20210107,20,310,20,30,30,30,26,0,0,10,2,65,97,7,0,1,0,0,0
249,07/01/2021,20210107,21,320,20,20,30,29,25,0,0,10,4,62,97,7,0,1,0,0,0
249,07/01/2021,20210107,22,300,20,20,30,26,22,0,0,9,1,65,97,7,0,1,0,0,0
249,07/01/2021,20210107,23,310,20,20,30,22,18,0,0,0,-1,65,97,7,0,1,0,0,0
249,07/01/2021,20210107,24,310,20,20,30,20,16,0,0,0,-1,65,97,7,0,1,0,0,0
249,08/01/2021,20210108,1,310,20,20,30,17,13,0,0,0,-1,65,97,7,0,1,0,0,0
249,08/01/2021,20210108,2,300,20,20,30,10,6,0,0,0,-1,65,97,7,0,1,0,0,0
249,08/01/2021,20210108,3,310,20,20,20,10,6,0,0,0,-1,64,97,7,0,1,1,0,0
249,08/01/2021,20210108,4,320,20,20,20,14,10,0,0,0,-1,65,97,7,0,1,0,0,0
249,08/01/2021,20210108,5,310,20,20,20,8,4,0,0,0,-1,62,97,7,0,1,0,0,0
249,08/01/2021,20210108,6,330,10,10,20,4,0,0,0,0,-1,60,97,7,0,1,0,0,0
249,08/01/2021,20210108,7,360,20,20,20,3,0,0,0,0,-1,57,98,7,0,1,1,0,0
249,08/01/2021,20210108,8,360,20,20,20,0,0,0,1,0,-1,8,99,7,1,1,0,0,1
249,08/01/2021,20210108,9,350,10,10,20,0,-3,5,12,0,-1,11,98,7,1,1,0,0,1
249,08/01/2021,20210108,10,20,10,10,20,12,9,7,35,0,0,58,98,7,0,0,0,0,0
249,08/01/2021,20210108,11,10,10,20,20,33,26,10,65,0,0,65,95,5,0,0,0,0,0
249,08/01/2021,20210108,12,40,20,20,30,38,23,7,59,0,0,70,89,7,0,0,0,0,0
249,08/01/2021,20210108,13,360,10,20,30,43,19,10,74,0,0,70,84,5,0,0,0,0,0
249,08/01/2021,20210108,14,350,10,10,30,44,22,8,53,0,0,70,85,5,0,0,0,0,0
249,08/01/2021,20210108,15,320,10,20,20,34,20,10,31,0,0,70,90,5,0,0,0,0,0
249,08/01/2021,20210108,16,300,10,10,20,22,13,0,6,0,0,65,93,5,0,0,0,0,0
249,08/01/2021,20210108,17,310,20,20,30,1,-3,0,0,0,0,65,97,5,0,0,0,0,0
249,08/01/2021,20210108,18,300,20,20,30,2,-2,0,0,0,0,65,97,5,0,0,0,0,0
249,08/01/2021,20210108,19,290,20,20,30,-3,-6,0,0,0,0,59,98,7,0,0,0,0,0
249,08/01/2021,20210108,20,280,20,20,30,-7,-10,0,0,0,0,59,98,7,0,0,0,0,0
249,08/01/2021,20210108,21,270,10,10,20,-9,-12,0,0,0,0,57,98,7,1,0,0,0,1
249,08/01/2021,20210108,22,290,10,10,20,-8,-11,0,0,0,0,57,98,7,0,0,0,0,0
249,08/01/2021,20210108,23,330,10,10,20,-17,-18,0,0,0,0,4,99,7,1,0,0,0,1
249,08/01/2021,20210108,24,300,20,20,30,-10,-14,0,0,0,0,65,97,7,1,0,0,0,1
249,09/01/2021,20210109,1,300,30,30,30,-17,-21,0,0,0,0,65,97,5,0,0,0,0,0
249,09/01/2021,20210109,2,300,20,10,30,-13,-17,0,0,0,0,65,97,5,0,0,0,0,0
249,09/01/2021,20210109,3,270,20,20,30,-13,-17,0,0,0,0,65,97,5,0,0,0,0,0
249,09/01/2021,20210109,4,260,30,30,30,-18,-22,0,0,0,0,65,97,5,0,0,0,0,0
249,09/01/2021,20210109,5,270,20,20,30,-18,-22,0,0,0,0,65,97,5,0,0,0,0,0
249,09/01/2021,20210109,6,300,30,20,30,-20,-24,0,0,0,0,65,97,5,0,0,0,0,0
249,09/01/2021,20210109,7,330,30,30,70,7,-1,0,0,0,-1,65,94,7,0,1,0,0,0
249,09/01/2021,20210109,8,340,30,10,60,14,7,0,1,0,-1,65,95,7,0,1,0,0,0
249,09/01/2021,20210109,9,250,20,20,30,6,1,3,12,0,0,65,96,7,0,0,0,0,0
249,09/01/2021,20210109,10,280,30,30,40,25,14,10,56,0,0,65,91,5,0,0,0,0,0
249,09/01/2021,20210109,11,290,20,20,40,40,23,5,55,0,-1,70,88,7,0,1,0,0,0
249,09/01/2021,20210109,12,300,20,30,40,55,27,10,80,0,0,70,82,7,0,0,0,0,0
249,09/01/2021,20210109,13,340,40,70,90,49,22,8,78,0,-1,70,82,7,0,1,0,0,0
249,09/01/2021,20210109,14,300,30,30,70,34,15,0,26,0,-1,70,87,7,0,1,0,0,0
249,09/01/2021,20210109,15,320,30,30,40,35,10,8,28,0,0,70,83,7,0,0,0,0,0
249,09/01/2021,20210109,16,310,40,40,50,30,0,0,5,0,-1,75,80,7,0,1,0,0,0
249,09/01/2021,20210109,17,320,30,30,40,26,4,0,0,0,0,70,85,5,0,0,0,0,0
249,09/01/2021,20210109,18,310,20,20,30,4,-10,0,0,0,0,70,90,7,0,0,0,0,0
249,09/01/2021,20210109,19,300,20,20,30,7,-9,0,0,0,0,70,89,5,0,0,0,0,0
249,09/01/2021,20210109,20,270,20,30,30,-7,-18,0,0,0,0,65,92,5,0,0,0,0,0
249,09/01/2021,20210109,21,260,30,20,30,1,-9,0,0,0,0,65,92,5,0,0,0,0,0
249,09/01/2021,20210109,22,270,20,10,30,-10,-16,0,0,0,-1,65,95,7,0,1,0,0,1
249,09/01/2021,20210109,23,240,20,20,40,-4,-16,0,0,0,0,65,91,5,0,0,0,0,0
249,09/01/2021,20210109,24,190,10,10,30,-14,-20,0,0,0,0,65,95,7,0,0,0,0,0
249,10/01/2021,20210110,1,230,10,10,30,0,-8,0,0,0,0,65,94,5,0,0,0,0,0
249,10/01/2021,20210110,2,210,20,20,30,6,-3,0,0,0,0,65,93,5,0,0,0,0,0
249,10/01/2021,20210110,3,210,20,20,30,6,-6,0,0,0,0,65,91,5,0,0,0,0,0
249,10/01/2021,20210110,4,240,20,20,30,8,-7,0,0,0,0,70,89,5,0,0,0,0,0
249,10/01/2021,20210110,5,230,30,30,40,14,-5,0,0,0,0,70,87,5,0,0,0,0,0
249,10/01/2021,20210110,6,210,30,30,30,9,-2,0,0,0,0,65,92,5,0,0,0,0,0
249,10/01/2021,20210110,7,230,30,30,40,10,-4,0,0,0,0,70,90,5,0,0,0,0,0
249,10/01/2021,20210110,8,250,20,20,40,-2,-12,0,1,0,0,65,92,5,0,0,0,0,0
249,10/01/2021,20210110,9,210,20,20,30,9,-1,8,16,0,0,65,92,5,0,0,0,0,0
249,10/01/2021,20210110,10,210,30,30,30,24,12,5,31,0,0,65,91,5,0,0,0,0,0
249,10/01/2021,20210110,11,230,30,30,40,33,16,0,19,0,-1,70,88,7,0,1,0,0,0
249,10/01/2021,20210110,12,240,40,40,50,41,23,0,26,0,-1,66,88,7,0,1,0,0,0
249,10/01/2021,20210110,13,250,40,40,70,42,28,0,18,0,0,63,90,5,0,0,0,0,0
249,10/01/2021,20210110,14,250,50,50,70,41,29,0,12,0,0,62,92,5,0,0,0,0,0
249,10/01/2021,20210110,15,250,50,50,70,43,34,0,8,0,0,60,94,5,0,0,0,0,0
249,10/01/2021,20210110,16,250,50,50,80,41,37,0,3,0,-1,39,96,7,0,1,0,0,0
249,10/01/2021,20210110,17,240,40,40,70,42,39,0,0,0,-1,43,97,7,0,1,0,0,0
249,10/01/2021,20210110,18,250,40,40,60,44,39,0,0,0,0,56,97,7,0,0,0,0,0
249,10/01/2021,20210110,19,250,40,40,60,46,43,0,0,0,0,56,97,7,0,0,0,0,0
249,10/01/2021,20210110,20,230,40,40,70,46,43,0,0,0,0,56,97,7,0,0,0,0,0
249,10/01/2021,20210110,21,230,40,50,60,50,44,0,0,0,0,57,96,7,0,0,0,0,0
249,10/01/2021,20210110,22,240,40,40,60,51,44,0,0,0,0,60,94,5,0,0,0,0,0
249,10/01/2021,20210110,23,230,30,40,50,52,45,0,0,0,0,60,95,5,0,0,0,0,0
249,10/01/2021,20210110,24,250,50,50,80,58,47,0,0,0,0,62,92,5,0,0,0,0,0
249,11/01/2021,20210111,1,240,50,50,80,58,49,0,0,0,0,61,94,5,0,0,0,0,0
249,11/01/2021,20210111,2,240,70,60,100,56,44,0,0,0,0,64,92,5,0,0,0,0,0
249,11/01/2021,20210111,3,240,60,70,100,56,40,0,0,0,0,70,89,5,0,0,0,0,0
249,11/01/2021,20210111,4,230,70,60,90,56,41,0,0,0,0,70,90,5,0,0,0,0,0
249,11/01/2021,20210111,5,240,60,60,90,60,44,0,0,0,0,70,89,5,0,0,0,0,0
249,11/01/2021,20210111,6,230,60,70,100,56,47,0,0,0,0,50,93,7,0,0,0,0,0
249,11/01/2021,20210111,7,240,70,80,120,57,43,0,0,0,0,69,90,5,0,0,0,0,0
249,11/01/2021,20210111,8,230,80,70,120,54,47,0,1,0,0,62,94,5,0,0,0,0,0
249,11/01/2021,20210111,9,230,70,70,110,59,47,0,2,0,0,65,92,5,0,0,0,0,0
249,11/01/2021,20210111,10,250,70,80,100,63,41,0,4,0,0,70,85,5,0,0,0,0,0
249,11/01/2021,20210111,11,240,80,80,120,66,35,0,17,0,0,75,80,5,0,0,0,0,0
249,11/01/2021,20210111,12,240,80,90,140,65,33,0,28,0,0,75,79,5,0,0,0,0,0
249,11/01/2021,20210111,13,250,80,80,130,66,34,0,11,0,0,75,80,5,0,0,0,0,0
249,11/01/2021,20210111,14,240,90,80,120,67,36,0,16,0,0,75,80,5,0,0,0,0,0
249,11/01/2021,20210111,15,240,90,100,130,68,35,0,13,0,0,75,79,5,0,0,0,0,0
249,11/01/2021,20210111,16,250,90,100,130,65,35,2,4,0,0,70,81,5,0,0,0,0,0
249,11/01/2021,20210111,17,250,90,90,140,63,38,0,0,0,0,70,83,5,0,0,0,0,0
249,11/01/2021,20210111,18,240,90,90,140,61,50,0,0,4,3,57,92,7,0,1,0,0,0
249,11/01/2021,20210111,19,240,90,100,130,64,58,0,0,10,11,57,96,7,0,1,0,0,0
249,11/01/2021,20210111,20,240,90,90,130,69,63,0,0,7,9,63,95,7,0,1,0,0,0
249,11/01/2021,20210111,21,240,90,90,130,74,62,0,0,5,3,61,91,7,0,1,0,0,0
249,11/01/2021,20210111,22,240,80,80,130,74,64,0,0,8,4,60,93,7,0,1,0,0,0
249,11/01/2021,20210111,23,250,90,100,140,75,68,0,0,10,7,56,95,7,0,1,0,0,0
249,11/01/2021,20210111,24,250,90,90,140,75,70,0,0,10,6,50,96,7,0,1,0,0,0
249,12/01/2021,20210112,1,240,80,80,140,75,72,0,0,10,16,58,98,7,0,1,0,0,0
249,12/01/2021,20210112,2,270,80,100,130,79,76,0,0,10,29,56,97,7,0,1,0,0,0
249,12/01/2021,20210112,3,270,100,100,140,80,75,0,0,10,9,60,96,7,0,1,0,0,0
249,12/01/2021,20210112,4,280,80,70,130,77,74,0,0,10,15,60,97,7,0,1,0,0,0
249,12/01/2021,20210112,5,280,70,80,100,75,71,0,0,10,8,61,97,7,0,1,0,0,0
249,12/01/2021,20210112,6,350,60,60,100,64,60,0,0,10,8,62,97,7,0,1,0,0,0
