# STN,Date,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,   VV,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,
249,04/05/2021,20210504,6,240,130,140,190,96,64,0,13,0,-1,61,80,7,0,1,0,0,0
249,04/05/2021,20210504,7,240,130,120,210,101,65,1,55,0,-1,68,78,7,0,1,0,0,0
249,04/05/2021,20210504,8,240,130,130,210,110,63,6,115,0,0,75,73,5,0,0,0,0,0
249,04/05/2021,20210504,9,230,130,140,210,103,60,1,91,0,0,73,74,7,0,0,0,0,0
249,04/05/2021,20210504,10,250,130,120,210,92,55,1,83,0,-1,74,77,7,0,1,0,0,0
249,04/05/2021,20210504,11,250,130,140,230,81,55,1,68,8,16,60,83,7,0,1,0,0,0
249,04/05/2021,20210504,12,250,140,140,210,83,50,0,56,1,1,73,79,7,0,1,0,0,0
249,04/05/2021,20210504,13,250,140,140,210,80,53,0,54,5,2,62,83,7,0,1,0,0,0
249,04/05/2021,20210504,14,260,140,150,210,81,56,0,76,4,1,70,84,7,0,1,0,0,0
249,04/05/2021,20210504,15,260,140,140,220,87,58,2,76,0,0,70,81,7,0,0,0,0,0
249,04/05/2021,20210504,16,270,150,140,220,91,56,6,100,0,-1,75,79,7,0,1,0,0,0
249,04/05/2021,20210504,17,260,130,130,200,85,51,1,29,2,1,75,79,7,0,1,0,0,0
249,04/05/2021,20210504,18,270,130,120,190,80,47,2,19,1,2,73,79,7,0,1,0,0,0
249,04/05/2021,20210504,19,270,110,110,170,75,45,3,9,0,-1,70,81,7,0,1,0,0,0
249,04/05/2021,20210504,20,280,110,100,160,76,40,0,1,0,0,71,78,5,0,0,0,0,0
249,04/05/2021,20210504,21,270,90,90,150,71,39,0,0,0,0,74,79,7,0,0,0,0,0
249,04/05/2021,20210504,22,270,90,80,140,66,37,0,0,0,-1,70,82,7,0,1,0,0,0
249,04/05/2021,20210504,23,280,80,80,140,67,38,0,0,0,-1,70,81,7,0,1,0,0,0
249,04/05/2021,20210504,24,270,90,90,150,63,40,0,0,2,1,65,85,7,0,1,0,0,0
249,05/05/2021,20210505,1,270,80,90,130,62,32,0,0,0,-1,70,81,7,0,1,0,0,0
249,05/05/2021,20210505,2,280,90,90,130,60,32,0,0,0,0,69,82,5,0,0,0,0,0
249,05/05/2021,20210505,3,280,80,80,150,61,26,0,0,0,0,69,78,7,0,0,0,0,0
249,05/05/2021,20210505,4,290,90,90,130,61,22,0,0,0,0,74,76,5,0,0,0,0,0
249,05/05/2021,20210505,5,280,80,70,130,59,27,0,8,0,-1,69,79,7,0,1,0,0,0
249,05/05/2021,20210505,6,290,90,90,140,63,30,5,48,1,1,75,79,7,0,1,0,0,0
249,05/05/2021,20210505,7,290,90,100,150,74,33,4,76,0,0,73,75,5,0,0,0,0,0
249,05/05/2021,20210505,8,290,100,100,160,81,39,6,125,3,2,75,74,7,0,1,0,0,0
249,05/05/2021,20210505,9,300,110,120,170,84,36,7,176,0,0,74,71,7,0,0,0,0,0
249,05/05/2021,20210505,10,300,110,100,180,77,46,6,154,2,4,69,80,7,0,1,0,0,0
249,05/05/2021,20210505,11,290,120,120,190,83,36,6,186,0,-1,65,72,7,0,1,0,0,0
249,05/05/2021,20210505,12,290,120,120,170,84,37,7,200,1,1,66,72,7,0,1,0,0,0
249,05/05/2021,20210505,13,290,130,130,190,101,41,8,238,0,-1,70,66,7,0,1,0,0,0
249,05/05/2021,20210505,14,290,120,120,180,95,35,6,190,0,0,68,66,5,0,0,0,0,0
249,05/05/2021,20210505,15,290,120,110,170,90,29,8,178,0,0,78,65,7,0,0,0,0,0
249,05/05/2021,20210505,16,290,100,90,150,91,28,9,162,0,0,74,64,5,0,0,0,0,0
249,05/05/2021,20210505,17,290,90,80,140,75,20,9,118,0,0,74,68,5,0,0,0,0,0
249,05/05/2021,20210505,18,290,70,60,120,67,8,10,67,0,0,80,66,7,0,0,0,0,0
249,05/05/2021,20210505,19,260,50,40,80,52,18,2,11,0,0,75,78,5,0,0,0,0,0
249,05/05/2021,20210505,20,250,40,40,50,45,17,0,0,0,0,70,82,5,0,0,0,0,0
249,05/05/2021,20210505,21,230,30,30,40,47,22,0,0,0,0,70,83,5,0,0,0,0,0
249,05/05/2021,20210505,22,260,30,20,40,45,24,0,0,0,0,70,86,5,0,0,0,0,0
249,05/05/2021,20210505,23,240,30,30,40,42,18,0,0,0,0,70,84,5,0,0,0,0,0
249,05/05/2021,20210505,24,220,30,30,40,33,19,0,0,0,0,70,90,5,0,0,0,0,0
249,06/05/2021,20210506,1,210,30,30,40,33,23,0,0,0,0,65,93,5,0,0,0,0,0
249,06/05/2021,20210506,2,210,30,40,50,40,30,0,0,0,0,65,93,5,0,0,0,0,0
249,06/05/2021,20210506,3,210,30,30,50,35,28,0,0,0,0,59,94,7,0,0,0,0,0
249,06/05/2021,20210506,4,210,30,40,50,34,27,0,0,0,0,56,95,7,0,0,0,0,0
249,06/05/2021,20210506,5,210,30,30,60,39,21,3,11,0,0,70,87,5,0,0,0,0,0
249,06/05/2021,20210506,6,190,30,30,40,54,30,7,45,0,0,56,85,7,0,0,0,0,0
249,06/05/2021,20210506,7,210,30,30,40,76,30,10,108,0,0,67,73,5,0,0,0,0,0
249,06/05/2021,20210506,8,260,30,40,60,74,33,7,146,0,0,75,75,5,0,0,0,0,0
249,06/05/2021,20210506,9,260,40,30,60,90,23,6,163,0,0,81,62,5,0,0,0,0,0
249,06/05/2021,20210506,10,240,40,50,70,98,27,7,210,0,0,81,61,5,0,0,0,0,0
249,06/05/2021,20210506,11,290,40,50,70,100,28,4,213,0,0,81,60,5,0,0,0,0,0
249,06/05/2021,20210506,12,260,40,30,70,109,31,7,255,0,0,82,58,5,0,0,0,0,0
249,06/05/2021,20210506,13,280,20,20,80,101,2,4,206,0,0,82,50,5,0,0,0,0,0
249,06/05/2021,20210506,14,270,40,40,80,113,31,5,192,0,0,80,56,5,0,0,0,0,0
249,06/05/2021,20210506,15,170,50,40,100,92,38,9,228,0,0,80,69,5,0,0,0,0,0
249,06/05/2021,20210506,16,260,30,40,70,105,29,5,133,0,0,81,59,5,0,0,0,0,0
249,06/05/2021,20210506,17,300,50,50,70,84,28,2,73,0,0,80,67,5,0,0,0,0,0
249,06/05/2021,20210506,18,320,50,40,70,78,39,7,55,0,0,75,76,5,0,0,0,0,0
249,06/05/2021,20210506,19,330,40,40,70,55,35,7,23,0,0,70,86,5,0,0,0,0,0
249,06/05/2021,20210506,20,310,30,30,50,49,29,0,2,0,0,70,87,5,0,0,0,0,0
249,06/05/2021,20210506,21,300,20,20,40,33,24,0,0,0,0,65,94,5,0,0,0,0,0
249,06/05/2021,20210506,22,300,30,30,40,31,16,0,0,0,0,70,89,5,0,0,0,0,0
249,06/05/2021,20210506,23,280,30,20,40,16,6,0,0,0,0,65,93,5,0,0,0,0,0
249,06/05/2021,20210506,24,270,20,20,30,18,9,0,0,0,0,65,93,5,0,0,0,0,0
249,07/05/2021,20210507,1,260,20,20,30,25,18,0,0,0,0,65,95,5,0,0,0,0,0
249,07/05/2021,20210507,2,330,20,30,40,35,23,0,0,2,2,58,92,7,0,1,0,0,0
249,07/05/2021,20210507,3,0,10,0,30,35,25,0,0,0,-1,65,93,7,0,1,0,0,0
249,07/05/2021,20210507,4,240,10,20,40,28,20,0,0,0,-1,65,94,7,0,1,0,0,0
249,07/05/2021,20210507,5,240,20,20,30,35,23,5,15,0,0,65,91,5,0,0,0,0,0
249,07/05/2021,20210507,6,260,20,20,30,56,25,10,55,0,0,75,80,7,0,0,0,0,0
249,07/05/2021,20210507,7,320,40,60,70,72,26,10,105,0,0,75,73,5,0,0,0,0,0
249,07/05/2021,20210507,8,310,60,50,90,92,25,10,180,0,0,82,63,5,0,0,0,0,0
249,07/05/2021,20210507,9,310,60,70,80,85,21,7,164,0,0,83,64,5,0,0,0,0,0
249,07/05/2021,20210507,10,300,60,70,100,96,19,9,214,0,0,82,58,5,0,0,0,0,0
249,07/05/2021,20210507,11,270,60,60,90,106,45,5,182,0,0,80,66,5,0,0,0,0,0
249,07/05/2021,20210507,12,280,70,80,100,96,19,6,227,0,0,81,58,5,0,0,0,0,0
249,07/05/2021,20210507,13,270,80,80,120,98,21,7,227,0,0,82,58,5,0,0,0,0,0
249,07/05/2021,20210507,14,270,70,80,110,94,35,2,141,0,0,80,66,5,0,0,0,0,0
249,07/05/2021,20210507,15,260,80,70,110,98,37,3,130,0,0,80,65,5,0,0,0,0,0
249,07/05/2021,20210507,16,260,70,70,100,102,34,7,144,0,0,82,62,5,0,0,0,0,0
249,07/05/2021,20210507,17,280,60,50,90,96,31,9,101,0,0,82,64,5,0,0,0,0,0
249,07/05/2021,20210507,18,260,50,50,80,80,36,10,74,0,0,75,73,5,0,0,0,0,0
249,07/05/2021,20210507,19,260,50,40,70,63,31,7,24,0,0,75,79,5,0,0,0,0,0
249,07/05/2021,20210507,20,250,30,20,50,45,25,0,1,0,0,70,86,5,0,0,0,0,0
249,07/05/2021,20210507,21,200,20,20,30,39,24,0,0,0,0,70,89,5,0,0,0,0,0
249,07/05/2021,20210507,22,200,20,20,30,37,25,0,0,0,0,65,92,5,0,0,0,0,0
249,07/05/2021,20210507,23,190,20,20,30,26,17,0,0,0,0,64,94,5,0,0,0,0,0
249,07/05/2021,20210507,24,170,30,30,40,33,22,0,0,0,0,60,92,5,0,0,0,0,0
249,08/05/2021,20210508,1,180,30,20,40,26,16,0,0,0,0,58,93,7,0,0,0,0,0
249,08/05/2021,20210508,2,160,30,30,40,50,37,0,0,0,0,59,91,7,0,0,0,0,0
249,08/05/2021,20210508,3,170,30,30,40,41,27,0,0,0,0,60,90,5,0,0,0,0,0
249,08/05/2021,20210508,4,170,30,40,50,35,22,0,0,0,0,60,90,5,0,0,0,0,0
249,08/05/2021,20210508,5,180,30,30,50,50,31,7,18,0,0,66,87,5,0,0,0,0,0
249,08/05/2021,20210508,6,160,30,40,60,74,42,8,52,0,0,75,80,5,0,0,0,0,0
249,08/05/2021,20210508,7,140,40,50,70,82,39,0,57,0,0,75,74,5,0,0,0,0,0
249,08/05/2021,20210508,8,150,60,70,90,92,41,0,81,0,0,75,70,5,0,0,0,0,0
249,08/05/2021,20210508,9,180,60,70,100,100,38,0,81,0,0,80,65,5,0,0,0,0,0
249,08/05/2021,20210508,10,170,50,50,90,106,54,0,81,0,-1,74,70,7,0,1,0,0,0
249,08/05/2021,20210508,11,170,60,60,90,101,63,0,77,9,3,72,77,7,0,1,0,0,0
249,08/05/2021,20210508,12,160,60,60,110,96,73,0,62,10,10,63,85,7,0,1,0,0,0
249,08/05/2021,20210508,13,150,80,90,130,94,73,0,43,10,6,65,86,7,0,1,0,0,0
249,08/05/2021,20210508,14,160,100,100,150,91,80,0,44,9,6,39,92,7,0,1,0,0,0
249,08/05/2021,20210508,15,160,90,80,130,92,87,0,26,10,26,44,96,7,0,1,0,0,0
249,08/05/2021,20210508,16,180,80,60,130,103,95,0,10,7,10,58,94,7,0,1,0,0,0
249,08/05/2021,20210508,17,180,70,70,100,130,107,0,26,0,-1,70,85,7,0,1,0,0,0
249,08/05/2021,20210508,18,200,60,50,110,138,116,0,22,0,-1,70,86,7,0,1,0,0,0
249,08/05/2021,20210508,19,190,50,50,80,145,120,0,8,0,0,70,85,5,0,0,0,0,0
249,08/05/2021,20210508,20,200,40,40,70,144,120,0,1,0,0,70,85,5,0,0,0,0,0
249,08/05/2021,20210508,21,210,50,60,80,152,118,0,0,0,0,75,80,5,0,0,0,0,0
249,08/05/2021,20210508,22,190,50,40,70,134,113,0,0,0,0,70,87,5,0,0,0,0,0
249,08/05/2021,20210508,23,180,30,30,60,122,108,0,0,0,0,63,91,5,0,0,0,0,0
249,08/05/2021,20210508,24,190,40,40,50,126,107,0,0,0,0,70,88,5,0,0,0,0,0
249,09/05/2021,20210509,1,170,40,40,60,119,103,0,0,0,0,69,90,5,0,0,0,0,0
249,09/05/2021,20210509,2,160,40,40,60,111,96,0,0,0,0,70,90,5,0,0,0,0,0
249,09/05/2021,20210509,3,170,40,40,60,108,93,0,0,0,0,70,90,5,0,0,0,0,0
249,09/05/2021,20210509,4,170,50,50,60,111,93,0,1,0,0,70,88,5,0,0,0,0,0
249,09/05/2021,20210509,5,170,50,40,60,117,98,2,13,0,0,70,88,5,0,0,0,0,0
249,09/05/2021,20210509,6,170,40,40,60,134,108,3,45,0,0,70,84,5,0,0,0,0,0
249,09/05/2021,20210509,7,150,40,40,70,150,118,8,86,0,0,70,81,5,0,0,0,0,0
249,09/05/2021,20210509,8,160,50,50,80,170,122,10,158,0,0,75,73,5,0,0,0,0,0
249,09/05/2021,20210509,9,160,30,20,70,153,124,1,40,4,5,70,82,7,0,1,0,1,0
249,09/05/2021,20210509,10,160,40,50,70,187,131,6,218,0,0,75,70,7,0,0,0,1,0
249,09/05/2021,20210509,11,130,40,40,70,179,129,5,209,0,0,75,72,5,0,0,0,0,0
249,09/05/2021,20210509,12,180,40,20,70,175,142,3,110,1,3,64,80,7,0,1,0,1,0
249,09/05/2021,20210509,13,180,40,60,100,216,160,3,133,4,9,75,70,7,0,1,0,1,0
249,09/05/2021,20210509,14,170,70,70,110,219,155,6,211,0,0,80,67,5,0,0,0,0,0
249,09/05/2021,20210509,15,190,80,80,120,226,153,8,191,0,0,81,63,7,0,0,0,0,0
249,09/05/2021,20210509,16,210,60,60,110,232,155,7,138,0,0,81,61,5,0,0,0,0,0
249,09/05/2021,20210509,17,220,50,40,100,218,155,4,73,0,0,80,67,5,0,0,0,0,0
249,09/05/2021,20210509,18,270,40,40,80,178,144,2,32,0,0,75,80,7,0,0,0,0,0
249,09/05/2021,20210509,19,310,20,10,60,163,145,7,19,0,0,67,89,5,0,0,0,0,0
249,09/05/2021,20210509,20,270,20,20,60,149,136,0,1,0,0,61,92,7,0,0,0,1,0
249,09/05/2021,20210509,21,250,40,40,110,152,137,0,0,5,12,61,91,7,0,1,0,1,0
249,09/05/2021,20210509,22,120,30,20,60,150,138,0,0,5,5,65,92,7,0,1,0,0,0
249,09/05/2021,20210509,23,130,30,50,70,149,133,0,0,10,6,68,90,7,0,1,0,0,0
249,09/05/2021,20210509,24,170,40,20,70,146,130,0,0,2,1,70,90,7,0,1,0,0,0
249,10/05/2021,20210510,1,140,30,20,50,148,135,0,0,0,-1,65,92,7,0,1,0,0,0
249,10/05/2021,20210510,2,150,30,50,70,148,134,0,0,0,-1,70,90,7,0,1,0,0,0
249,10/05/2021,20210510,3,130,40,60,80,147,127,0,0,0,0,70,88,7,0,0,0,0,0
249,10/05/2021,20210510,4,120,60,50,80,147,128,0,1,0,0,69,88,5,0,0,0,0,0
249,10/05/2021,20210510,5,150,60,70,110,154,123,0,5,0,0,70,81,5,0,0,0,0,0
249,10/05/2021,20210510,6,230,80,60,160,140,126,0,14,0,-1,65,91,7,0,1,0,0,0
249,10/05/2021,20210510,7,210,80,90,120,151,129,0,51,0,-1,70,86,7,0,1,0,0,0
249,10/05/2021,20210510,8,240,80,100,140,131,124,2,63,1,25,34,95,7,0,1,0,0,0
249,10/05/2021,20210510,9,240,80,80,130,132,119,0,79,4,6,65,91,7,0,1,0,0,0
249,10/05/2021,20210510,10,230,70,70,110,142,120,0,92,0,0,70,86,5,0,0,0,0,0
249,10/05/2021,20210510,11,230,80,70,110,142,93,1,137,0,0,75,72,5,0,0,0,0,0
249,10/05/2021,20210510,12,230,70,80,120,157,104,3,174,0,-1,75,70,7,0,1,0,0,0
249,10/05/2021,20210510,13,210,70,50,110,163,103,4,177,0,0,80,67,5,0,0,0,0,0
249,10/05/2021,20210510,14,220,50,60,90,176,119,9,239,0,0,80,68,5,0,0,0,0,0
249,10/05/2021,20210510,15,250,60,70,90,167,112,8,206,0,0,78,69,5,0,0,0,0,0
249,10/05/2021,20210510,16,240,60,50,100,162,102,10,193,0,0,80,67,5,0,0,0,0,0
249,10/05/2021,20210510,17,260,50,60,80,154,96,10,136,0,0,80,68,5,0,0,0,0,0
249,10/05/2021,20210510,18,260,50,50,70,144,91,10,89,0,0,75,70,5,0,0,0,0,0
249,10/05/2021,20210510,19,280,20,30,60,123,95,7,22,0,0,70,82,5,0,0,0,0,0
249,10/05/2021,20210510,20,130,20,20,30,110,89,0,2,0,0,70,87,5,0,0,0,0,0
249,10/05/2021,20210510,21,160,10,10,20,117,82,0,0,0,0,75,79,5,0,0,0,0,0
249,10/05/2021,20210510,22,0,10,0,20,108,86,0,0,0,0,70,86,5,0,0,0,0,0
249,10/05/2021,20210510,23,0,10,0,20,99,90,0,0,0,0,65,94,5,0,0,0,0,0
249,10/05/2021,20210510,24,110,10,10,20,99,86,0,0,0,0,65,91,5,0,0,0,0,0
249,11/05/2021,20210511,1,90,10,10,20,99,89,0,0,0,0,65,93,5,0,0,0,0,0
249,11/05/2021,20210511,2,60,10,20,20,99,92,0,0,0,0,65,95,5,0,0,0,0,0
249,11/05/2021,20210511,3,330,10,10,20,88,85,0,0,0,0,65,97,5,0,0,0,0,0
249,11/05/2021,20210511,4,60,20,20,30,74,70,0,0,0,0,62,97,5,0,0,0,0,0
249,11/05/2021,20210511,5,60,20,20,30,95,89,0,8,0,0,65,96,5,0,0,0,0,0
249,11/05/2021,20210511,6,50,20,20,30,116,103,0,23,0,0,65,91,5,0,0,0,0,0
249,11/05/2021,20210511,7,30,30,30,50,145,115,3,71,0,0,70,82,5,0,0,0,0,0
249,11/05/2021,20210511,8,60,50,40,70,162,127,9,159,0,0,70,79,5,0,0,0,0,0
249,11/05/2021,20210511,9,90,40,40,60,164,118,3,160,0,0,75,74,5,0,0,0,0,0
249,11/05/2021,20210511,10,90,50,60,80,160,125,0,128,0,0,75,79,5,0,0,0,0,0
249,11/05/2021,20210511,11,70,60,50,90,162,130,0,131,0,0,70,81,5,0,0,0,0,0
249,11/05/2021,20210511,12,70,40,40,70,164,134,0,123,0,0,70,82,5,0,0,0,0,0
249,11/05/2021,20210511,13,90,40,30,50,158,128,0,68,0,-1,65,82,7,0,1,0,0,0
249,11/05/2021,20210511,14,110,30,30,50,162,133,0,65,7,2,65,83,7,0,1,0,1,0
249,11/05/2021,20210511,15,200,40,30,70,135,109,0,33,8,7,61,83,7,0,1,0,1,0
249,11/05/2021,20210511,16,280,40,50,80,127,112,0,31,10,4,66,90,7,0,1,0,0,0
249,11/05/2021,20210511,17,350,40,40,70,126,113,0,23,0,-1,65,91,7,0,1,0,0,0
249,11/05/2021,20210511,18,30,50,30,90,123,113,0,18,0,-1,65,93,7,0,1,0,0,0
249,11/05/2021,20210511,19,20,30,20,40,116,109,0,9,0,0,65,95,5,0,0,0,0,0
249,11/05/2021,20210511,20,990,10,10,30,111,107,0,2,0,0,65,97,5,0,0,0,0,0
249,11/05/2021,20210511,21,990,10,10,20,107,102,0,0,0,0,65,97,5,0,0,0,0,0
249,11/05/2021,20210511,22,230,10,10,20,109,106,0,0,0,0,65,97,5,0,0,0,0,0
249,11/05/2021,20210511,23,190,10,20,30,97,95,0,0,0,0,49,98,7,0,0,0,0,0
249,11/05/2021,20210511,24,220,30,30,40,99,96,0,0,0,0,49,98,7,0,0,0,0,0
249,12/05/2021,20210512,1,240,30,30,50,87,82,0,0,0,0,60,96,5,0,0,0,0,0
249,12/05/2021,20210512,2,250,30,20,40,84,71,0,0,0,0,65,91,5,0,0,0,0,0
249,12/05/2021,20210512,3,240,20,20,30,72,60,0,0,0,0,65,92,5,0,0,0,0,0
249,12/05/2021,20210512,4,240,30,40,50,82,65,0,1,0,0,70,89,5,0,0,0,0,0
249,12/05/2021,20210512,5,250,40,50,70,92,75,0,9,0,0,70,89,5,0,0,0,0,0
249,12/05/2021,20210512,6,240,50,40,70,108,89,10,60,0,0,69,88,5,0,0,0,0,0
249,12/05/2021,20210512,7,250,60,70,90,117,88,10,115,0,0,70,82,5,0,0,0,0,0
249,12/05/2021,20210512,8,250,60,60,90,130,95,10,175,0,0,75,79,5,0,0,0,0,0
249,12/05/2021,20210512,9,260,70,70,90,128,93,8,169,0,0,75,79,5,0,0,0,0,0
249,12/05/2021,20210512,10,260,60,60,80,134,89,10,238,0,0,75,74,5,0,0,0,0,0
249,12/05/2021,20210512,11,240,50,50,80,137,84,10,291,0,0,72,70,5,0,0,0,0,0
249,12/05/2021,20210512,12,240,50,60,100,145,86,10,310,0,0,78,67,5,0,0,0,0,0
249,12/05/2021,20210512,13,260,50,50,80,148,80,10,298,0,0,75,64,5,0,0,0,0,0
249,12/05/2021,20210512,14,270,50,40,80,150,82,10,281,0,0,78,63,5,0,0,0,0,0
249,12/05/2021,20210512,15,280,40,30,70,154,67,10,246,0,0,80,55,5,0,0,0,0,0
249,12/05/2021,20210512,16,280,30,30,60,155,59,10,199,0,0,80,52,5,0,0,0,0,0
249,12/05/2021,20210512,17,350,30,30,50,146,74,10,143,0,0,80,61,5,0,0,0,0,0
249,12/05/2021,20210512,18,330,30,20,40,121,87,7,64,0,0,75,79,5,0,0,0,0,0
249,12/05/2021,20210512,19,20,10,10,30,123,79,2,11,0,-1,75,74,7,0,1,0,0,0
249,12/05/2021,20210512,20,70,10,30,30,104,84,0,1,0,-1,70,87,7,0,1,0,0,0
249,12/05/2021,20210512,21,70,30,30,40,85,72,0,0,0,0,65,91,7,0,0,0,0,0
249,12/05/2021,20210512,22,50,20,10,30,77,69,0,0,0,0,65,94,5,0,0,0,0,0
249,12/05/2021,20210512,23,50,20,20,30,80,71,0,0,0,0,65,94,5,0,0,0,0,0
249,12/05/2021,20210512,24,60,20,30,30,74,67,0,0,0,0,65,95,7,0,0,0,0,0
249,13/05/2021,20210513,1,90,20,10,30,79,75,0,0,0,0,64,97,5,0,0,0,0,0
249,13/05/2021,20210513,2,40,20,20,30,58,55,0,0,0,0,28,98,7,1,0,0,0,0
249,13/05/2021,20210513,3,40,10,20,20,57,55,0,0,0,0,2,98,7,1,0,0,0,0
249,13/05/2021,20210513,4,70,20,20,20,51,50,0,1,0,0,2,99,7,1,0,0,0,0
249,13/05/2021,20210513,5,30,10,20,20,58,58,2,15,0,0,2,99,7,1,0,0,0,0
249,13/05/2021,20210513,6,50,20,10,30,114,95,10,60,0,0,59,88,7,1,0,0,0,0
249,13/05/2021,20210513,7,70,20,20,30,133,95,10,111,0,0,66,78,5,0,0,0,0,0
249,13/05/2021,20210513,8,70,30,30,50,146,95,10,175,0,0,72,71,5,0,0,0,0,0
249,13/05/2021,20210513,9,50,30,30,50,139,98,5,159,0,0,75,76,5,0,0,0,0,0
249,13/05/2021,20210513,10,70,40,40,60,153,96,5,174,0,0,69,68,5,0,0,0,0,0
249,13/05/2021,20210513,11,70,40,40,70,160,102,8,242,0,0,75,68,5,0,0,0,0,0
249,13/05/2021,20210513,12,50,50,50,70,145,95,2,138,0,0,75,72,5,0,0,0,0,0
249,13/05/2021,20210513,13,40,50,60,80,168,95,7,231,0,0,77,62,5,0,0,0,0,0
249,13/05/2021,20210513,14,50,50,50,90,169,92,10,278,0,0,80,60,5,0,0,0,0,0
249,13/05/2021,20210513,15,40,60,60,80,158,91,4,148,0,0,81,64,5,0,0,0,0,0
249,13/05/2021,20210513,16,30,70,70,100,152,80,10,198,0,0,82,62,5,0,0,0,0,0
249,13/05/2021,20210513,17,30,70,70,100,138,94,10,142,0,0,75,74,5,0,0,0,0,0
249,13/05/2021,20210513,18,20,60,60,90,116,91,10,76,0,0,70,84,5,0,0,0,0,0
249,13/05/2021,20210513,19,20,60,50,80,102,86,8,26,0,0,70,89,5,0,0,0,0,0
249,13/05/2021,20210513,20,20,50,40,70,89,78,0,3,0,0,65,92,5,0,0,0,0,0
249,13/05/2021,20210513,21,30,30,30,70,86,72,0,0,0,0,70,90,5,0,0,0,0,0
249,13/05/2021,20210513,22,30,30,40,50,83,69,0,0,0,0,65,91,5,0,0,0,0,0
249,13/05/2021,20210513,23,20,40,40,60,80,67,0,0,0,0,65,91,5,0,0,0,0,0
249,13/05/2021,20210513,24,50,30,30,60,80,68,0,0,0,0,65,92,5,0,0,0,0,0
249,14/05/2021,20210514,1,30,20,20,40,80,70,0,0,0,0,65,93,5,0,0,0,0,0
249,14/05/2021,20210514,2,60,20,20,30,81,71,0,0,0,0,65,93,5,0,0,0,0,0
249,14/05/2021,20210514,3,70,20,10,30,81,70,0,0,0,0,65,92,5,0,0,0,0,0
249,14/05/2021,20210514,4,80,10,10,20,79,67,0,0,0,0,65,91,5,0,0,0,0,0
249,14/05/2021,20210514,5,50,10,10,20,82,68,0,5,0,0,70,90,5,0,0,0,0,0
249,14/05/2021,20210514,6,30,10,10,20,86,68,0,19,0,0,70,88,5,0,0,0,0,0
249,14/05/2021,20210514,7,0,0,0,10,93,73,0,32,0,0,70,87,5,0,0,0,0,0
249,14/05/2021,20210514,8,990,10,10,10,100,77,0,44,0,0,70,85,5,0,0,0,0,0
249,14/05/2021,20210514,9,10,20,30,40,106,70,0,81,0,0,75,78,5,0,0,0,0,0
249,14/05/2021,20210514,10,360,30,30,40,106,69,0,89,0,-1,74,78,7,0,1,0,0,0
249,14/05/2021,20210514,11,990,20,10,50,112,68,0,120,0,-1,75,74,7,0,1,0,0,0
249,14/05/2021,20210514,12,320,20,20,40,113,76,0,97,0,0,75,78,7,0,0,0,0,0
249,14/05/2021,20210514,13,340,30,30,40,114,77,0,109,0,0,75,78,5,0,0,0,0,0
249,14/05/2021,20210514,14,360,30,20,40,119,75,2,158,0,0,75,74,5,0,0,0,0,0
249,14/05/2021,20210514,15,360,30,30,60,127,81,7,196,0,0,74,73,5,0,0,0,0,0
249,14/05/2021,20210514,16,320,30,30,60,126,82,5,146,0,0,75,74,5,0,0,0,0,0
249,14/05/2021,20210514,17,330,30,30,50,118,77,10,135,0,0,75,76,5,0,0,0,0,0
249,14/05/2021,20210514,18,20,30,30,50,112,76,10,88,0,0,74,78,5,0,0,0,0,0
249,14/05/2021,20210514,19,350,30,30,40,85,68,8,27,0,0,70,88,5,0,0,0,0,0
249,14/05/2021,20210514,20,350,20,20,30,83,71,0,2,0,0,65,92,5,0,0,0,0,0
249,14/05/2021,20210514,21,320,20,20,30,79,67,0,0,0,0,65,91,5,0,0,0,0,0
249,14/05/2021,20210514,22,320,20,20,30,83,70,0,0,0,0,65,91,5,0,0,0,0,0
249,14/05/2021,20210514,23,330,20,20,20,80,71,0,0,0,0,63,94,5,0,0,0,0,0
249,14/05/2021,20210514,24,340,20,10,30,82,73,0,0,0,0,62,93,5,0,0,0,0,0
249,15/05/2021,20210515,1,320,10,20,20,86,72,0,0,0,0,63,91,5,0,0,0,0,0
249,15/05/2021,20210515,2,320,10,10,20,86,74,0,0,0,0,61,92,5,0,0,0,0,0
249,15/05/2021,20210515,3,320,20,20,30,86,72,0,0,0,0,64,91,5,0,0,0,0,0
249,15/05/2021,20210515,4,360,20,20,30,86,72,0,0,0,0,65,90,5,0,0,0,0,0
249,15/05/2021,20210515,5,340,10,20,20,85,72,0,2,0,0,64,91,5,0,0,0,0,0
249,15/05/2021,20210515,6,320,20,20,30,82,74,0,6,0,0,56,94,7,0,0,0,0,0
249,15/05/2021,20210515,7,340,20,20,30,82,75,0,14,0,0,57,95,7,0,0,0,0,0
249,15/05/2021,20210515,8,330,20,20,30,84,78,0,23,0,-1,35,96,7,0,1,0,0,0
249,15/05/2021,20210515,9,340,20,20,20,92,85,0,41,0,-1,58,95,7,0,1,0,0,0
249,15/05/2021,20210515,10,990,10,10,20,108,84,0,111,0,-1,70,85,7,0,1,0,0,0
249,15/05/2021,20210515,11,990,10,10,30,119,77,3,174,0,0,69,75,5,0,0,0,0,0
249,15/05/2021,20210515,12,130,20,20,40,123,79,3,179,0,0,65,74,7,0,0,0,0,0
