# STN,DATE,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,,,
344,19/02/2021,20210219,23,160,40,40,70,94,67,0,0,0,0,10119,70,8,83,5,0,0,0,0,0
344,19/02/2021,20210219,24,160,50,50,80,97,68,0,0,0,0,10116,70,8,82,5,0,0,0,0,0
344,20/02/2021,20210220,1,170,50,50,90,97,69,0,0,0,0,10116,70,8,82,5,0,0,0,0,0
344,20/02/2021,20210220,2,170,50,50,70,102,73,0,0,0,0,10118,70,8,82,5,0,0,0,0,0
344,20/02/2021,20210220,3,160,50,50,70,104,74,0,0,0,0,10112,70,8,81,5,0,0,0,0,0
344,20/02/2021,20210220,4,160,40,40,60,101,73,0,0,0,0,10113,70,8,83,5,0,0,0,0,0
344,20/02/2021,20210220,5,170,40,40,70,103,73,0,0,0,0,10114,70,8,81,5,0,0,0,0,0
344,20/02/2021,20210220,6,160,50,50,70,105,74,0,0,0,0,10116,70,8,81,5,0,0,0,0,0
344,20/02/2021,20210220,7,160,50,50,70,101,71,0,0,0,0,10112,70,8,81,5,0,0,0,0,0
344,20/02/2021,20210220,8,160,60,70,100,105,73,7,20,0,0,10113,75,8,80,5,0,0,0,0,0
344,20/02/2021,20210220,9,160,70,70,100,114,74,10,64,0,0,10113,75,7,76,5,0,0,0,0,0
344,20/02/2021,20210220,10,150,70,60,100,126,75,10,107,0,0,10108,75,8,71,5,0,0,0,0,0
344,20/02/2021,20210220,11,160,60,70,100,131,76,8,117,0,0,10105,80,7,69,5,0,0,0,0,0
344,20/02/2021,20210220,12,160,70,80,110,145,75,9,136,0,0,10098,74,8,62,5,0,0,0,0,0
344,20/02/2021,20210220,13,160,80,80,110,156,74,10,144,0,0,10097,80,8,58,5,0,0,0,0,0
344,20/02/2021,20210220,14,150,70,60,120,162,75,8,114,0,0,10089,80,8,56,5,0,0,0,0,0
344,20/02/2021,20210220,15,150,70,80,120,165,70,8,90,0,0,10084,80,8,53,5,0,0,0,0,0
344,20/02/2021,20210220,16,150,70,80,120,162,68,8,40,0,0,10083,81,8,53,5,0,0,0,0,0
344,20/02/2021,20210220,17,150,70,70,120,155,68,5,18,0,0,10084,79,8,56,5,0,0,0,0,0
344,20/02/2021,20210220,18,160,70,70,120,147,73,0,0,0,0,10090,80,8,60,5,0,0,0,0,0
344,20/02/2021,20210220,19,160,70,80,110,143,74,0,0,0,0,10090,81,8,63,5,0,0,0,0,0
344,20/02/2021,20210220,20,160,80,80,120,138,72,0,0,0,0,10087,82,8,64,5,0,0,0,0,0
344,20/02/2021,20210220,21,160,80,70,110,136,71,0,0,0,0,10092,82,8,64,5,0,0,0,0,0
344,20/02/2021,20210220,22,170,70,70,110,132,70,0,0,0,0,10095,80,8,66,5,0,0,0,0,0
344,20/02/2021,20210220,23,170,70,70,110,129,69,0,0,0,0,10096,80,8,66,5,0,0,0,0,0
344,20/02/2021,20210220,24,170,60,60,100,128,69,0,0,0,0,10100,80,8,67,5,0,0,0,0,0
344,21/02/2021,20210221,1,170,60,60,90,124,68,0,0,0,0,10102,80,8,68,5,0,0,0,0,0
344,21/02/2021,20210221,2,170,50,60,90,120,67,0,0,0,0,10106,75,8,70,5,0,0,0,0,0
344,21/02/2021,20210221,3,170,60,50,90,115,65,0,0,0,0,10106,75,8,71,5,0,0,0,0,0
344,21/02/2021,20210221,4,170,50,50,70,108,63,0,0,0,0,10108,75,8,73,5,0,0,0,0,0
344,21/02/2021,20210221,5,170,50,50,70,106,62,0,0,0,0,10116,75,8,74,5,0,0,0,0,0
344,21/02/2021,20210221,6,170,40,40,60,96,59,0,0,0,0,10115,75,8,77,5,0,0,0,0,0
344,21/02/2021,20210221,7,180,40,40,60,93,57,0,1,0,0,10119,75,8,78,5,0,0,0,0,0
344,21/02/2021,20210221,8,170,50,50,70,100,58,5,18,0,0,10124,75,8,75,5,0,0,0,0,0
344,21/02/2021,20210221,9,170,50,50,80,104,59,0,43,0,0,10128,75,8,73,5,0,0,0,0,0
344,21/02/2021,20210221,10,180,40,40,70,112,64,0,52,0,0,10130,75,8,72,5,0,0,0,0,0
344,21/02/2021,20210221,11,170,40,40,60,130,74,5,96,0,0,10129,80,4,68,5,0,0,0,0,0
344,21/02/2021,20210221,12,180,50,50,80,151,69,10,157,0,0,10125,80,8,58,5,0,0,0,0,0
344,21/02/2021,20210221,13,160,50,50,80,161,78,8,130,0,0,10121,81,8,57,5,0,0,0,0,0
344,21/02/2021,20210221,14,150,40,40,70,164,77,10,133,0,0,10124,80,8,56,5,0,0,0,0,0
344,21/02/2021,20210221,15,150,40,40,60,164,72,10,106,0,0,10124,80,7,54,5,0,0,0,0,0
344,21/02/2021,20210221,16,150,30,30,60,159,72,10,63,0,0,10125,81,4,56,5,0,0,0,0,0
344,21/02/2021,20210221,17,130,20,10,50,131,65,5,13,0,0,10125,83,0,64,5,0,0,0,0,0
344,21/02/2021,20210221,18,120,20,30,40,126,67,0,0,0,0,10126,80,0,67,5,0,0,0,0,0
344,21/02/2021,20210221,19,120,20,10,40,92,58,0,0,0,0,10128,75,0,79,5,0,0,0,0,0
344,21/02/2021,20210221,20,100,10,10,20,68,47,0,0,0,0,10125,70,0,86,5,0,0,0,0,0
344,21/02/2021,20210221,21,100,20,10,30,68,44,0,0,0,0,10126,70,0,85,5,0,0,0,0,0
344,21/02/2021,20210221,22,0,10,0,20,66,44,0,0,0,0,10130,70,0,86,5,0,0,0,0,0
344,21/02/2021,20210221,23,150,20,30,40,73,40,0,0,0,0,10132,75,0,79,5,0,0,0,0,0
344,21/02/2021,20210221,24,150,30,30,40,96,44,0,0,0,0,10132,80,1,69,5,0,0,0,0,0
344,22/02/2021,20210222,1,150,30,30,50,68,33,0,0,0,0,10131,75,8,78,5,0,0,0,0,0
344,22/02/2021,20210222,2,160,40,50,70,108,34,0,0,0,0,10134,83,8,60,5,0,0,0,0,0
344,22/02/2021,20210222,3,160,50,50,70,107,31,0,0,0,0,10132,83,8,59,5,0,0,0,0,0
344,22/02/2021,20210222,4,160,50,60,80,106,30,0,0,0,0,10135,83,8,59,5,0,0,0,0,0
344,22/02/2021,20210222,5,160,50,50,70,107,29,0,0,0,0,10136,83,8,58,5,0,0,0,0,0
344,22/02/2021,20210222,6,170,50,50,70,105,33,0,0,0,0,10137,83,8,60,5,0,0,0,0,0
344,22/02/2021,20210222,7,180,50,40,70,100,37,0,1,0,0,10142,83,8,64,5,0,0,0,0,0
344,22/02/2021,20210222,8,190,50,50,80,108,44,0,15,0,0,10150,83,8,64,5,0,0,0,0,0
344,22/02/2021,20210222,9,190,50,60,80,116,51,2,36,0,0,10158,81,8,64,5,0,0,0,0,0
344,22/02/2021,20210222,10,190,60,60,90,126,52,5,66,0,0,10161,80,4,60,5,0,0,0,0,0
344,22/02/2021,20210222,11,180,60,60,80,136,57,7,100,0,0,10168,81,4,58,5,0,0,0,0,0
344,22/02/2021,20210222,12,180,50,50,90,152,68,7,122,0,0,10174,74,7,57,5,0,0,0,0,0
344,22/02/2021,20210222,13,200,60,70,110,154,68,8,130,0,0,10175,78,8,56,5,0,0,0,0,0
344,22/02/2021,20210222,14,190,60,50,100,150,69,8,93,0,0,10179,80,8,58,5,0,0,0,0,0
344,22/02/2021,20210222,15,200,50,50,80,147,70,7,67,0,0,10186,79,5,59,5,0,0,0,0,0
344,22/02/2021,20210222,16,200,40,40,80,143,75,7,38,0,0,10193,80,7,63,5,0,0,0,0,0
344,22/02/2021,20210222,17,190,40,40,70,136,75,5,11,0,0,10200,80,3,66,5,0,0,0,0,0
344,22/02/2021,20210222,18,180,40,30,60,129,71,0,0,0,0,10208,80,8,67,5,0,0,0,0,0
344,22/02/2021,20210222,19,180,30,40,60,136,68,0,0,0,0,10212,80,8,63,5,0,0,0,0,0
344,22/02/2021,20210222,20,190,40,30,60,128,66,0,0,0,0,10219,80,8,65,5,0,0,0,0,0
344,22/02/2021,20210222,21,190,30,40,70,131,66,0,0,0,0,10228,80,8,64,5,0,0,0,0,0
344,22/02/2021,20210222,22,190,30,40,60,133,69,0,0,0,0,10237,79,8,65,5,0,0,0,0,0
344,22/02/2021,20210222,23,200,50,50,80,134,76,0,0,0,0,10238,69,7,68,5,0,0,0,0,0
344,22/02/2021,20210222,24,180,50,40,80,123,78,0,0,0,0,10239,68,1,74,5,0,0,0,0,0
344,23/02/2021,20210223,1,200,40,40,70,109,78,0,0,0,0,10244,66,0,80,5,0,0,0,0,0
344,23/02/2021,20210223,2,190,30,30,50,110,85,0,0,0,0,10251,65,5,84,5,0,0,0,0,0
344,23/02/2021,20210223,3,180,40,40,60,115,86,0,0,0,0,10249,65,1,82,5,0,0,0,0,0
344,23/02/2021,20210223,4,180,40,40,60,113,81,0,0,0,0,10251,65,2,80,5,0,0,0,0,0
344,23/02/2021,20210223,5,180,40,30,60,108,79,0,0,0,0,10254,65,8,81,5,0,0,0,0,0
344,23/02/2021,20210223,6,170,30,40,60,113,78,0,0,0,0,10258,64,8,79,5,0,0,0,0,0
344,23/02/2021,20210223,7,180,40,50,60,110,78,0,1,0,0,10263,65,8,80,5,0,0,0,0,0
344,23/02/2021,20210223,8,200,60,60,90,116,85,5,19,0,0,10270,65,8,81,5,0,0,0,0,0
344,23/02/2021,20210223,9,190,60,60,100,125,90,0,29,0,0,10274,66,8,79,5,0,0,0,0,0
344,23/02/2021,20210223,10,200,60,60,90,141,100,7,95,0,0,10278,68,8,76,5,0,0,0,0,0
344,23/02/2021,20210223,11,190,70,70,120,144,101,4,86,0,0,10276,69,8,75,5,0,0,0,0,0
344,23/02/2021,20210223,12,210,80,80,130,149,102,8,133,0,0,10277,75,7,73,5,0,0,0,0,0
344,23/02/2021,20210223,13,210,80,90,120,159,102,3,86,0,0,10273,74,2,69,5,0,0,0,0,0
344,23/02/2021,20210223,14,190,80,90,140,164,101,10,135,0,0,10268,80,8,66,5,0,0,0,0,0
344,23/02/2021,20210223,15,190,80,80,130,160,100,10,108,0,0,10270,80,8,67,5,0,0,0,0,0
344,23/02/2021,20210223,16,210,80,70,120,153,100,10,52,0,0,10285,75,8,70,5,0,0,0,0,0
344,23/02/2021,20210223,17,200,60,60,110,147,97,5,17,0,0,10284,75,8,71,5,0,0,0,0,0
344,23/02/2021,20210223,18,170,60,50,90,139,95,0,0,0,0,10282,75,8,74,5,0,0,0,0,0
344,23/02/2021,20210223,19,180,50,50,80,135,94,0,0,0,0,10279,75,8,76,5,0,0,0,0,0
344,23/02/2021,20210223,20,180,50,50,80,134,94,0,0,0,0,10275,75,8,76,5,0,0,0,0,0
344,23/02/2021,20210223,21,190,50,60,90,137,95,0,0,0,0,10276,75,8,75,5,0,0,0,0,0
344,23/02/2021,20210223,22,190,60,70,100,135,95,0,0,0,0,10281,75,8,76,5,0,0,0,0,0
344,23/02/2021,20210223,23,190,70,60,110,134,92,0,0,0,0,10281,75,8,75,5,0,0,0,0,0
344,23/02/2021,20210223,24,210,80,80,140,139,82,0,0,0,0,10283,80,8,68,5,0,0,0,0,0
344,24/02/2021,20210224,1,190,70,60,140,132,83,0,0,0,0,10283,75,8,72,5,0,0,0,0,0
344,24/02/2021,20210224,2,190,70,60,130,128,82,0,0,0,0,10277,75,8,73,5,0,0,0,0,0
344,24/02/2021,20210224,3,190,50,50,90,118,82,0,0,0,0,10273,75,8,78,5,0,0,0,0,0
344,24/02/2021,20210224,4,180,60,50,90,119,84,0,0,0,0,10274,75,8,79,5,0,0,0,0,0
344,24/02/2021,20210224,5,190,60,60,90,115,82,0,0,0,0,10271,75,8,79,5,0,0,0,0,0
344,24/02/2021,20210224,6,190,60,60,100,117,82,0,0,0,0,10270,75,8,79,5,0,0,0,0,0
344,24/02/2021,20210224,7,190,60,60,90,114,84,0,2,0,0,10274,70,8,81,5,0,0,0,0,0
344,24/02/2021,20210224,8,190,60,60,100,122,87,10,36,0,0,10278,73,8,79,5,0,0,0,0,0
344,24/02/2021,20210224,9,190,70,70,100,132,90,10,77,0,0,10279,74,8,75,5,0,0,0,0,0
344,24/02/2021,20210224,10,190,60,60,100,142,93,10,121,0,0,10280,74,8,72,5,0,0,0,0,0
344,24/02/2021,20210224,11,180,60,60,100,148,94,10,140,0,0,10282,73,6,70,5,0,0,0,0,0
344,24/02/2021,20210224,12,190,70,70,110,165,101,10,169,0,0,10275,79,7,65,5,0,0,0,0,0
344,24/02/2021,20210224,13,180,70,70,110,174,91,10,169,0,0,10269,78,3,58,5,0,0,0,0,0
344,24/02/2021,20210224,14,190,70,80,120,177,87,10,149,0,0,10265,79,0,55,5,0,0,0,0,0
344,24/02/2021,20210224,15,200,70,70,120,175,83,10,114,0,0,10261,81,1,54,5,0,0,0,0,0
344,24/02/2021,20210224,16,180,60,50,100,168,85,10,69,0,0,10256,80,1,57,5,0,0,0,0,0
344,24/02/2021,20210224,17,190,50,40,90,157,80,7,16,0,0,10255,82,0,60,5,0,0,0,0,0
344,24/02/2021,20210224,18,180,40,40,70,147,82,0,0,0,0,10255,80,0,65,5,0,0,0,0,0
344,24/02/2021,20210224,19,190,40,30,60,136,82,0,0,0,0,10254,80,8,69,5,0,0,0,0,0
344,24/02/2021,20210224,20,190,40,50,70,150,92,0,0,0,0,10251,69,8,68,5,0,0,0,0,0
344,24/02/2021,20210224,21,190,50,40,80,138,95,0,0,0,0,10250,65,8,75,5,0,0,0,0,0
344,24/02/2021,20210224,22,190,40,50,70,137,96,0,0,0,0,10250,64,8,76,5,0,0,0,0,0
344,24/02/2021,20210224,23,190,50,50,80,136,97,0,0,0,0,10249,63,8,77,5,0,0,0,0,0
344,24/02/2021,20210224,24,190,50,40,70,130,96,0,0,0,0,10249,63,8,79,5,0,0,0,0,0
344,25/02/2021,20210225,1,190,40,40,70,127,93,0,0,0,0,10246,63,8,79,5,0,0,0,0,0
344,25/02/2021,20210225,2,190,40,40,70,127,89,0,0,0,0,10243,65,8,77,5,0,0,0,0,0
344,25/02/2021,20210225,3,180,40,40,60,122,85,0,0,0,0,10236,65,8,78,5,0,0,0,0,0
344,25/02/2021,20210225,4,200,40,40,70,115,84,0,0,0,0,10241,64,8,81,5,0,0,0,0,0
344,25/02/2021,20210225,5,220,40,50,70,117,81,0,0,0,0,10243,69,8,78,5,0,0,0,0,0
344,25/02/2021,20210225,6,190,40,30,70,106,77,0,0,0,0,10243,66,8,82,5,0,0,0,0,0
344,25/02/2021,20210225,7,190,30,30,50,102,78,2,3,0,0,10248,64,8,85,5,0,0,0,0,0
344,25/02/2021,20210225,8,190,30,30,50,111,80,7,26,0,0,10251,67,8,81,5,0,0,0,0,0
344,25/02/2021,20210225,9,190,30,30,50,120,82,1,51,0,0,10256,67,5,77,5,0,0,0,0,0
344,25/02/2021,20210225,10,220,50,60,80,136,86,9,118,0,0,10260,70,8,72,5,0,0,0,0,0
344,25/02/2021,20210225,11,230,50,40,70,149,98,10,171,0,0,10262,70,8,71,5,0,0,0,0,0
344,25/02/2021,20210225,12,220,50,50,70,142,94,6,126,0,0,10263,72,8,73,5,0,0,0,0,0
344,25/02/2021,20210225,13,210,40,40,60,139,91,10,146,0,0,10262,75,8,72,5,0,0,0,0,0
344,25/02/2021,20210225,14,270,50,50,70,125,89,6,100,0,0,10266,70,8,78,5,0,0,0,0,0
344,25/02/2021,20210225,15,280,40,30,70,113,85,7,84,0,0,10268,66,8,83,5,0,0,0,0,0
344,25/02/2021,20210225,16,340,30,20,50,108,81,0,28,0,0,10271,69,8,83,5,0,0,0,0,0
344,25/02/2021,20210225,17,350,30,40,60,100,75,0,8,0,0,10277,70,8,84,5,0,0,0,0,0
344,25/02/2021,20210225,18,340,30,20,60,92,71,0,0,0,0,10284,70,8,87,5,0,0,0,0,0
344,25/02/2021,20210225,19,350,30,30,60,83,66,0,0,0,0,10294,70,8,89,5,0,0,0,0,0
344,25/02/2021,20210225,20,330,20,20,50,79,63,0,0,0,0,10296,70,8,89,5,0,0,0,0,0
344,25/02/2021,20210225,21,0,10,0,30,75,62,0,0,0,-1,10301,65,8,91,7,0,1,0,0,0
344,25/02/2021,20210225,22,300,20,20,30,78,62,0,0,0,-1,10311,70,8,89,7,0,1,0,0,0
344,25/02/2021,20210225,23,330,20,20,40,77,47,0,0,0,-1,10318,67,8,81,7,0,1,0,0,0
344,25/02/2021,20210225,24,220,10,10,30,69,59,0,0,10,5,10318,65,8,93,7,0,1,0,0,0
344,26/02/2021,20210226,1,240,10,10,20,69,62,0,0,0,-1,10319,63,8,95,7,0,1,0,0,0
344,26/02/2021,20210226,2,250,20,10,20,67,64,0,0,0,-1,10322,59,8,97,7,0,1,0,0,0
344,26/02/2021,20210226,3,270,10,10,20,67,61,0,0,0,-1,10324,62,8,96,7,0,1,0,0,0
344,26/02/2021,20210226,4,280,20,20,40,60,47,0,0,0,0,10327,65,8,91,5,0,0,0,0,0
344,26/02/2021,20210226,5,260,20,20,30,51,41,0,0,0,0,10331,65,8,93,5,0,0,0,0,0
344,26/02/2021,20210226,6,260,20,20,30,46,38,0,0,0,0,10335,65,1,94,7,0,0,0,0,0
344,26/02/2021,20210226,7,280,20,20,30,37,33,0,2,0,0,10342,65,0,97,5,0,0,0,0,0
344,26/02/2021,20210226,8,270,10,20,30,58,48,8,37,0,0,10347,65,0,93,5,0,0,0,0,0
344,26/02/2021,20210226,9,310,20,30,40,79,51,10,80,0,0,10351,69,0,82,5,0,0,0,0,0
344,26/02/2021,20210226,10,310,20,20,40,88,48,10,129,0,0,10355,70,0,75,5,0,0,0,0,0
344,26/02/2021,20210226,11,310,30,40,60,89,48,10,154,0,0,10360,66,6,75,5,0,0,0,0,0
344,26/02/2021,20210226,12,310,40,40,70,96,38,10,149,0,0,10360,69,0,67,5,0,0,0,0,0
344,26/02/2021,20210226,13,320,50,50,80,99,37,10,168,0,0,10357,77,0,65,5,0,0,0,0,0
344,26/02/2021,20210226,14,300,50,40,70,94,39,10,160,0,0,10359,73,0,68,5,0,0,0,0,0
344,26/02/2021,20210226,15,330,50,50,80,89,30,10,124,0,0,10362,79,0,66,5,0,0,0,0,0
344,26/02/2021,20210226,16,330,50,50,70,82,34,10,79,0,0,10365,73,0,71,5,0,0,0,0,0
344,26/02/2021,20210226,17,310,30,30,70,67,30,7,28,0,0,10367,75,0,76,5,0,0,0,0,0
344,26/02/2021,20210226,18,300,30,20,50,48,29,0,1,0,0,10374,69,0,87,5,0,0,0,0,0
344,26/02/2021,20210226,19,280,20,20,30,41,34,0,0,0,0,10377,61,0,94,5,0,0,0,0,0
344,26/02/2021,20210226,20,270,20,10,30,38,37,0,0,0,0,10378,50,0,98,7,0,0,0,0,0
344,26/02/2021,20210226,21,270,10,10,20,33,31,0,0,0,0,10381,3,0,98,7,1,0,0,0,0
344,26/02/2021,20210226,22,250,10,10,20,17,14,0,0,0,0,10386,44,0,98,7,1,0,0,0,0
344,26/02/2021,20210226,23,210,10,10,20,14,12,0,0,0,0,10389,38,0,98,7,1,0,0,0,0
344,26/02/2021,20210226,24,210,10,10,10,19,17,0,0,0,0,10392,3,1,98,7,1,0,0,0,0
344,27/02/2021,20210227,1,0,10,0,10,7,5,0,0,0,0,10393,1,4,98,7,1,0,0,0,0
344,27/02/2021,20210227,2,0,0,0,10,6,5,0,0,0,0,10392,1,9,98,7,1,0,0,0,0
344,27/02/2021,20210227,3,110,10,10,10,2,0,0,0,0,0,10396,0,9,98,7,1,0,0,0,1
344,27/02/2021,20210227,4,0,10,0,20,19,18,0,0,0,0,10397,1,9,98,7,1,0,0,0,0
344,27/02/2021,20210227,5,320,0,10,20,22,33,0,0,0,0,10399,22,8,98,7,1,0,0,0,0
344,27/02/2021,20210227,6,320,10,10,20,24,21,0,0,0,0,10401,56,8,98,7,0,0,0,0,0
344,27/02/2021,20210227,7,50,10,10,20,39,36,0,1,0,0,10407,56,8,98,7,0,0,0,0,0
344,27/02/2021,20210227,8,80,20,20,40,45,38,0,10,0,0,10412,58,8,95,7,0,0,0,0,0
344,27/02/2021,20210227,9,60,20,20,30,43,38,0,21,0,0,10416,50,8,96,7,0,0,0,0,0
344,27/02/2021,20210227,10,80,10,10,30,46,38,0,49,0,0,10417,50,8,94,7,0,0,0,0,0
344,27/02/2021,20210227,11,990,10,10,30,55,37,1,65,0,0,10420,56,8,88,7,0,0,0,0,0
344,27/02/2021,20210227,12,40,10,20,30,75,47,5,134,0,0,10419,58,1,82,7,0,0,0,0,0
344,27/02/2021,20210227,13,330,10,10,30,86,51,10,170,0,0,10415,59,0,78,7,0,0,0,0,0
344,27/02/2021,20210227,14,990,10,10,30,91,48,10,149,0,0,10409,60,1,74,5,0,0,0,0,0
344,27/02/2021,20210227,15,60,10,10,20,91,43,10,116,0,0,10406,62,5,72,5,0,0,0,0,0
344,27/02/2021,20210227,16,60,20,30,40,86,47,10,76,0,0,10404,25,8,76,7,0,0,0,0,0
344,27/02/2021,20210227,17,60,30,30,40,59,34,7,24,0,0,10404,60,8,83,5,0,0,0,0,0
344,27/02/2021,20210227,18,340,20,30,40,61,39,0,1,0,0,10407,60,3,85,5,0,0,0,0,0
344,27/02/2021,20210227,19,20,20,20,50,46,37,0,0,0,0,10410,59,0,93,7,0,0,0,0,0
344,27/02/2021,20210227,20,10,20,10,30,44,38,0,0,0,0,10406,57,7,95,7,0,0,0,0,0
344,27/02/2021,20210227,21,20,10,10,10,34,32,0,0,0,0,10407,56,8,98,7,0,0,0,0,0
344,27/02/2021,20210227,22,30,10,10,20,27,26,0,0,0,0,10406,46,8,98,7,0,0,0,0,0
344,27/02/2021,20210227,23,30,10,10,20,23,22,0,0,0,0,10404,35,8,98,7,0,0,0,0,0
344,27/02/2021,20210227,24,60,10,10,20,19,16,0,0,0,0,10403,6,8,98,7,1,0,0,0,0
344,28/02/2021,20210228,1,10,10,10,10,6,5,0,0,0,0,10404,2,8,98,7,1,0,0,0,0
344,28/02/2021,20210228,2,20,10,10,20,0,-2,0,0,0,0,10399,2,7,98,7,1,0,0,0,1
344,28/02/2021,20210228,3,40,10,10,20,-4,-6,0,0,0,0,10393,1,0,98,7,1,0,0,0,1
344,28/02/2021,20210228,4,350,10,10,20,-3,-5,0,0,0,0,10391,1,9,98,7,1,0,0,0,1
344,28/02/2021,20210228,5,40,10,10,20,1,0,0,0,0,0,10389,1,9,98,7,1,0,0,0,1
344,28/02/2021,20210228,6,50,10,10,20,1,-1,0,0,0,0,10387,1,9,98,7,1,0,0,0,1
344,28/02/2021,20210228,7,40,20,20,30,8,7,0,2,0,0,10390,1,9,98,7,1,0,0,0,0
344,28/02/2021,20210228,8,50,20,20,30,18,17,0,13,0,0,10391,1,9,99,7,1,0,0,0,0
344,28/02/2021,20210228,9,60,10,10,20,33,32,0,50,0,0,10391,1,9,99,7,1,0,0,0,0
344,28/02/2021,20210228,10,60,20,20,30,44,41,4,90,0,0,10390,12,8,98,7,1,0,0,0,0
344,28/02/2021,20210228,11,70,30,30,50,69,60,10,156,0,0,10386,62,1,93,5,0,0,0,0,0
344,28/02/2021,20210228,12,50,30,30,50,85,53,10,154,0,0,10380,68,1,80,7,0,0,0,0,0
344,28/02/2021,20210228,13,60,40,40,60,93,56,10,171,0,0,10375,75,1,77,5,0,0,0,0,0
344,28/02/2021,20210228,14,50,40,50,70,100,51,10,153,0,0,10367,75,0,71,5,0,0,0,0,0
344,28/02/2021,20210228,15,40,40,50,70,102,45,10,123,0,0,10360,80,0,67,5,0,0,0,0,0
344,28/02/2021,20210228,16,50,50,50,70,95,37,10,85,0,0,10355,80,0,67,5,0,0,0,0,0
344,28/02/2021,20210228,17,40,50,40,70,77,38,7,34,0,0,10354,75,0,76,5,0,0,0,0,0
344,28/02/2021,20210228,18,40,40,40,60,64,38,0,1,0,0,10355,70,0,82,5,0,0,0,0,0
344,28/02/2021,20210228,19,40,40,30,60,52,35,0,0,0,0,10354,70,0,88,5,0,0,0,0,0
344,28/02/2021,20210228,20,50,40,40,60,44,35,0,0,0,0,10354,65,0,93,5,0,0,0,0,0
344,28/02/2021,20210228,21,50,40,40,60,43,40,0,0,0,0,10354,11,8,98,7,1,0,0,0,0
344,28/02/2021,20210228,22,60,40,40,70,43,40,0,0,0,0,10354,20,8,98,7,0,0,0,0,0
344,28/02/2021,20210228,23,60,40,40,60,39,36,0,0,0,0,10350,19,8,98,7,0,0,0,0,0
344,28/02/2021,20210228,24,50,40,40,50,37,34,0,0,0,0,10351,31,8,98,7,0,0,0,0,0
344,01/03/2021,20210301,1,60,40,50,70,38,35,0,0,0,0,10351,22,8,98,7,0,0,0,0,0
344,01/03/2021,20210301,2,60,50,50,70,34,31,0,0,0,0,10348,14,8,98,7,0,0,0,0,0
344,01/03/2021,20210301,3,60,40,50,70,33,32,0,0,0,0,10345,8,9,99,7,1,0,0,0,0
344,01/03/2021,20210301,4,80,40,40,70,35,32,0,0,0,0,10345,45,8,98,7,1,0,0,0,0
344,01/03/2021,20210301,5,100,40,50,70,37,34,0,0,0,0,10345,56,8,97,7,0,0,0,0,0
344,01/03/2021,20210301,6,100,40,40,60,36,31,0,0,0,0,10343,56,8,96,7,0,0,0,0,0
344,01/03/2021,20210301,7,70,40,50,70,34,28,0,1,0,0,10344,50,8,95,7,0,0,0,0,0
344,01/03/2021,20210301,8,90,40,40,70,36,31,0,10,0,0,10346,35,8,96,7,0,0,0,0,0
344,01/03/2021,20210301,9,100,40,40,70,39,34,0,23,0,0,10347,50,8,96,7,0,0,0,0,0
344,01/03/2021,20210301,10,80,40,50,70,39,32,0,35,0,0,10345,56,8,95,7,0,0,0,0,0
344,01/03/2021,20210301,11,90,50,40,70,43,34,0,57,0,0,10344,57,8,93,7,0,0,0,0,0
344,01/03/2021,20210301,12,70,40,50,70,47,34,0,68,0,0,10340,58,8,91,7,0,0,0,0,0
344,01/03/2021,20210301,13,70,50,50,70,51,32,0,74,0,0,10337,61,8,87,5,0,0,0,0,0
344,01/03/2021,20210301,14,90,50,40,70,61,37,7,132,0,0,10330,61,1,84,5,0,0,0,0,0
344,01/03/2021,20210301,15,70,40,40,60,79,45,10,128,0,0,10324,68,0,78,5,0,0,0,0,0
344,01/03/2021,20210301,16,60,50,50,70,82,48,10,84,0,0,10319,68,0,79,5,0,0,0,0,0
344,01/03/2021,20210301,17,60,40,40,60,66,39,8,33,0,0,10316,68,0,83,5,0,0,0,0,0
344,01/03/2021,20210301,18,70,30,20,40,62,37,0,1,0,0,10317,65,0,84,5,0,0,0,0,0
344,01/03/2021,20210301,19,60,20,20,30,52,34,0,0,0,0,10317,62,0,88,5,0,0,0,0,0
344,01/03/2021,20210301,20,70,20,20,30,44,31,0,0,0,0,10314,60,0,91,5,0,0,0,0,0
344,01/03/2021,20210301,21,70,20,30,40,30,20,0,0,0,0,10315,60,0,93,5,0,0,0,0,0
344,01/03/2021,20210301,22,70,30,40,50,47,30,0,0,0,0,10314,60,0,89,5,0,0,0,0,0
344,01/03/2021,20210301,23,80,30,30,50,40,27,0,0,0,0,10314,60,0,90,5,0,0,0,0,0
344,01/03/2021,20210301,24,80,30,30,40,36,24,0,0,0,0,10315,58,0,91,7,0,0,0,0,0
344,02/03/2021,20210302,1,80,30,30,40,20,11,0,0,0,0,10313,56,0,93,7,0,0,0,0,0
344,02/03/2021,20210302,2,70,20,30,40,18,12,0,0,0,0,10311,56,0,95,7,0,0,0,0,0
344,02/03/2021,20210302,3,90,20,20,40,12,7,0,0,0,0,10308,50,0,96,7,0,0,0,0,0
344,02/03/2021,20210302,4,70,20,20,30,9,4,0,0,0,0,10307,43,0,97,7,0,0,0,0,0
344,02/03/2021,20210302,5,70,20,20,30,-4,-6,0,0,0,0,10307,40,0,98,7,0,0,0,0,0
