# STN,DATE,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,,,
344,01/01/2021,20210101,1,180,10,10,20,-32,-33,0,0,0,0,10062,0,6,99,7,1,0,0,0,1
344,01/01/2021,20210101,2,200,10,10,20,-20,-23,0,0,0,0,10065,0,0,98,7,1,0,0,0,1
344,01/01/2021,20210101,3,220,10,20,20,-15,-18,0,0,0,0,10067,1,8,98,7,1,0,0,0,1
344,01/01/2021,20210101,4,230,20,20,20,0,-3,0,0,0,0,10066,17,8,97,7,1,0,0,0,1
344,01/01/2021,20210101,5,230,20,30,40,-3,-5,0,0,0,0,10067,50,8,98,7,0,0,0,0,0
344,01/01/2021,20210101,6,220,30,30,40,2,-3,0,0,0,0,10069,65,8,96,7,0,0,0,0,0
344,01/01/2021,20210101,7,220,30,30,40,9,5,0,0,0,0,10072,65,8,97,5,0,0,0,0,0
344,01/01/2021,20210101,8,220,30,30,40,13,8,0,0,0,0,10075,65,8,96,5,0,0,0,0,0
344,01/01/2021,20210101,9,220,30,30,40,27,21,0,6,0,0,10080,65,8,96,5,0,0,0,0,0
344,01/01/2021,20210101,10,210,20,30,40,44,35,0,18,0,0,10084,64,8,93,5,0,0,0,0,0
344,01/01/2021,20210101,11,250,20,20,30,51,37,0,27,0,-1,10084,68,8,90,7,0,1,0,0,0
344,01/01/2021,20210101,12,260,30,50,70,67,41,7,65,0,-1,10082,70,8,83,7,0,1,0,0,0
344,01/01/2021,20210101,13,240,40,40,70,59,42,0,17,8,3,10082,63,8,89,7,0,1,0,0,0
344,01/01/2021,20210101,14,240,40,50,70,49,33,0,14,5,7,10083,70,7,89,7,0,1,0,0,0
344,01/01/2021,20210101,15,240,30,30,60,52,40,3,13,2,3,10088,62,8,92,7,0,1,0,0,0
344,01/01/2021,20210101,16,210,30,30,40,50,40,0,2,3,5,10090,65,8,93,7,0,1,0,0,0
344,01/01/2021,20210101,17,220,20,20,30,48,41,0,0,0,0,10093,65,8,95,5,0,0,0,0,0
344,01/01/2021,20210101,18,200,20,20,30,48,40,0,0,0,0,10096,65,8,94,7,0,0,0,0,0
344,01/01/2021,20210101,19,190,20,20,30,47,41,0,0,0,0,10100,65,8,95,5,0,0,0,0,0
344,01/01/2021,20210101,20,210,20,20,30,40,36,0,0,0,0,10105,63,8,97,5,0,0,0,0,0
344,01/01/2021,20210101,21,220,30,30,50,49,38,0,0,0,0,10108,65,8,92,5,0,0,0,0,0
344,01/01/2021,20210101,22,220,30,30,50,38,31,0,0,0,0,10110,65,8,95,5,0,0,0,0,0
344,01/01/2021,20210101,23,210,30,30,50,44,35,0,0,0,0,10113,65,8,94,5,0,0,0,0,0
344,01/01/2021,20210101,24,180,20,20,40,44,37,0,0,0,0,10115,58,8,95,7,0,0,0,0,0
344,02/01/2021,20210102,1,190,20,20,30,30,24,0,0,0,0,10116,58,5,95,7,0,0,0,0,0
344,02/01/2021,20210102,2,250,20,20,40,37,31,0,0,3,4,10118,44,8,95,7,0,1,0,0,0
344,02/01/2021,20210102,3,180,20,20,40,36,32,0,0,1,1,10118,48,8,97,7,0,1,0,0,0
344,02/01/2021,20210102,4,200,20,20,30,27,24,0,0,0,0,10119,42,3,98,7,0,0,0,0,0
344,02/01/2021,20210102,5,200,10,10,20,22,19,0,0,0,0,10121,25,1,98,7,0,0,0,0,0
344,02/01/2021,20210102,6,170,10,20,20,19,16,0,0,0,0,10123,18,4,98,7,1,0,0,0,0
344,02/01/2021,20210102,7,180,10,10,30,19,18,0,0,0,0,10125,3,2,99,7,1,0,0,0,0
344,02/01/2021,20210102,8,140,10,10,20,23,21,0,1,0,0,10131,9,7,99,7,1,0,0,0,0
344,02/01/2021,20210102,9,190,20,20,40,27,26,0,9,2,2,10135,4,9,99,7,1,1,0,0,0
344,02/01/2021,20210102,10,180,10,20,20,39,36,5,29,0,0,10138,33,5,98,7,1,0,0,0,0
344,02/01/2021,20210102,11,230,10,10,20,58,49,5,51,0,0,10136,57,4,94,7,0,0,0,0,0
344,02/01/2021,20210102,12,220,10,10,20,70,50,10,74,0,0,10133,67,4,86,7,0,0,0,0,0
344,02/01/2021,20210102,13,200,20,20,30,59,49,3,54,0,0,10131,60,1,93,5,0,0,0,0,0
344,02/01/2021,20210102,14,310,20,20,40,60,46,3,33,0,-1,10131,60,8,90,7,0,1,0,0,0
344,02/01/2021,20210102,15,260,20,20,30,43,20,8,21,0,-1,10133,70,1,84,7,0,1,0,0,0
344,02/01/2021,20210102,16,0,10,0,20,22,15,0,3,0,0,10136,65,4,94,5,0,0,0,0,0
344,02/01/2021,20210102,17,190,10,10,20,20,16,0,0,0,0,10138,64,4,97,5,0,0,0,0,0
344,02/01/2021,20210102,18,170,10,20,40,19,16,0,0,0,0,10142,0,9,98,7,1,0,0,0,0
344,02/01/2021,20210102,19,190,20,10,30,17,17,0,0,0,0,10143,1,9,99,7,1,0,0,0,0
344,02/01/2021,20210102,20,990,10,10,20,20,19,0,0,0,0,10143,1,8,99,7,1,0,0,0,0
344,02/01/2021,20210102,21,990,10,10,30,32,29,0,0,0,0,10145,21,8,98,7,1,0,0,0,0
344,02/01/2021,20210102,22,120,10,10,20,34,31,0,0,0,0,10148,24,8,98,7,0,0,0,0,0
344,02/01/2021,20210102,23,0,10,0,20,33,30,0,0,0,0,10149,29,8,98,7,0,0,0,0,0
344,02/01/2021,20210102,24,30,10,10,20,33,29,0,0,0,0,10151,18,8,97,7,0,0,0,0,0
344,03/01/2021,20210103,1,50,20,30,40,36,31,0,0,0,0,10151,43,8,96,7,0,0,0,0,0
344,03/01/2021,20210103,2,60,30,30,40,36,29,0,0,0,0,10151,50,8,95,7,0,0,0,0,0
344,03/01/2021,20210103,3,60,30,40,60,35,26,0,0,0,0,10152,57,8,94,7,0,0,0,0,0
344,03/01/2021,20210103,4,50,30,40,60,33,26,0,0,0,0,10152,44,8,95,7,0,0,0,0,0
344,03/01/2021,20210103,5,60,40,30,50,33,26,0,0,0,0,10154,50,8,95,7,0,0,0,0,0
344,03/01/2021,20210103,6,60,30,30,50,33,27,0,0,0,0,10156,50,8,95,7,0,0,0,0,0
344,03/01/2021,20210103,7,50,30,30,40,33,26,0,0,0,0,10161,50,8,95,7,0,0,0,0,0
344,03/01/2021,20210103,8,50,30,30,50,30,25,0,0,0,-1,10165,50,8,95,7,0,1,0,0,0
344,03/01/2021,20210103,9,30,20,20,40,32,25,0,2,0,-1,10168,50,8,95,7,0,1,0,0,0
344,03/01/2021,20210103,10,40,30,40,50,35,24,0,8,0,0,10173,56,8,92,7,0,0,0,0,0
344,03/01/2021,20210103,11,60,40,50,70,40,24,0,21,0,0,10172,57,8,89,7,0,0,0,0,0
344,03/01/2021,20210103,12,50,50,50,80,39,3,0,29,0,0,10169,75,8,77,7,0,0,0,0,0
344,03/01/2021,20210103,13,50,50,60,80,38,2,0,13,0,0,10169,71,8,77,5,0,0,0,0,0
344,03/01/2021,20210103,14,50,50,40,80,40,7,0,15,0,0,10170,74,8,79,5,0,0,0,0,0
344,03/01/2021,20210103,15,40,50,50,80,39,7,0,11,0,0,10172,72,8,79,5,0,0,0,0,0
344,03/01/2021,20210103,16,40,50,40,80,38,14,0,2,0,0,10175,62,8,84,5,0,0,0,0,0
344,03/01/2021,20210103,17,40,50,60,80,37,2,0,0,0,0,10175,75,8,78,5,0,0,0,0,0
344,03/01/2021,20210103,18,50,60,60,100,33,-5,0,0,0,0,10177,75,8,75,5,0,0,0,0,0
344,03/01/2021,20210103,19,40,50,50,80,36,1,0,0,0,0,10179,75,8,77,5,0,0,0,0,0
344,03/01/2021,20210103,20,30,50,60,110,35,4,0,0,0,0,10178,75,8,80,5,0,0,0,0,0
344,03/01/2021,20210103,21,30,60,60,90,36,6,0,0,0,0,10178,75,8,80,5,0,0,0,0,0
344,03/01/2021,20210103,22,40,60,50,100,37,9,0,0,0,-1,10178,70,8,82,7,0,1,0,0,0
344,03/01/2021,20210103,23,40,50,50,80,36,13,0,0,0,-1,10175,70,8,85,7,0,1,0,0,0
344,03/01/2021,20210103,24,40,60,60,90,33,17,0,0,0,-1,10174,70,8,88,7,0,1,0,0,0
344,04/01/2021,20210104,1,30,50,60,100,37,18,0,0,0,-1,10170,70,8,87,7,0,1,0,0,0
344,04/01/2021,20210104,2,40,60,60,90,34,20,0,0,7,2,10171,62,8,90,7,0,1,0,0,0
344,04/01/2021,20210104,3,40,60,60,100,29,19,0,0,10,6,10170,62,8,93,7,0,1,0,0,0
344,04/01/2021,20210104,4,50,60,70,100,31,22,0,0,9,3,10167,65,8,93,7,0,1,0,0,0
344,04/01/2021,20210104,5,40,60,70,110,32,21,0,0,3,1,10168,65,8,92,7,0,1,0,0,0
344,04/01/2021,20210104,6,50,70,70,110,32,20,0,0,6,2,10171,65,8,91,7,0,1,0,0,0
344,04/01/2021,20210104,7,50,70,70,110,32,20,0,0,7,1,10174,65,8,91,7,0,1,0,0,0
344,04/01/2021,20210104,8,50,70,70,110,33,21,0,0,0,-1,10177,65,8,92,7,0,1,0,0,0
344,04/01/2021,20210104,9,40,70,70,100,34,21,0,3,6,1,10183,65,8,91,7,0,1,0,0,0
344,04/01/2021,20210104,10,50,70,80,110,36,22,0,7,10,2,10186,70,8,90,7,0,1,0,0,0
344,04/01/2021,20210104,11,50,70,70,110,36,21,0,15,0,-1,10185,69,8,89,7,0,1,0,0,0
344,04/01/2021,20210104,12,50,80,80,130,36,15,0,23,0,0,10182,70,8,86,7,0,0,0,0,0
344,04/01/2021,20210104,13,40,80,80,130,32,10,0,9,0,0,10178,70,8,85,5,0,0,0,0,0
344,04/01/2021,20210104,14,40,70,70,110,31,7,0,7,0,0,10179,70,8,84,5,0,0,0,0,0
344,04/01/2021,20210104,15,40,70,80,110,29,5,0,4,0,0,10180,70,8,83,5,0,0,0,0,0
344,04/01/2021,20210104,16,40,70,70,110,27,1,0,1,0,0,10181,70,8,83,5,0,0,0,0,0
344,04/01/2021,20210104,17,40,70,70,110,26,0,0,0,0,0,10183,70,8,82,5,0,0,0,0,0
344,04/01/2021,20210104,18,40,70,70,120,26,1,0,0,0,0,10183,70,8,83,5,0,0,0,0,0
344,04/01/2021,20210104,19,40,70,70,110,27,1,0,0,0,0,10182,70,8,83,5,0,0,0,0,0
344,04/01/2021,20210104,20,40,60,60,100,27,3,0,0,0,0,10183,70,8,83,5,0,0,0,0,0
344,04/01/2021,20210104,21,40,60,60,100,27,1,0,0,0,0,10180,70,8,83,5,0,0,0,0,0
344,04/01/2021,20210104,22,40,60,60,100,26,2,0,0,0,0,10180,70,8,84,5,0,0,0,0,0
344,04/01/2021,20210104,23,40,60,50,90,26,3,0,0,0,0,10179,70,8,84,5,0,0,0,0,0
344,04/01/2021,20210104,24,40,60,60,90,26,3,0,0,0,0,10176,70,8,84,5,0,0,0,0,0
344,05/01/2021,20210105,1,40,60,60,80,26,4,0,0,0,0,10176,70,8,85,5,0,0,0,0,0
344,05/01/2021,20210105,2,40,60,60,90,25,4,0,0,0,0,10177,70,8,86,5,0,0,0,0,0
344,05/01/2021,20210105,3,50,60,60,100,24,4,0,0,0,0,10176,70,8,86,5,0,0,0,0,0
344,05/01/2021,20210105,4,50,60,70,100,24,2,0,0,0,0,10173,70,8,85,5,0,0,0,0,0
344,05/01/2021,20210105,5,50,60,50,110,25,2,0,0,0,0,10172,70,8,84,5,0,0,0,0,0
344,05/01/2021,20210105,6,50,50,60,90,25,6,0,0,0,0,10175,70,8,87,5,0,0,0,0,0
344,05/01/2021,20210105,7,70,60,60,90,24,9,0,0,0,0,10178,70,8,89,5,0,0,0,0,0
344,05/01/2021,20210105,8,50,50,40,90,25,11,0,0,0,-1,10182,67,8,90,7,0,1,0,0,0
344,05/01/2021,20210105,9,40,50,40,70,27,15,0,4,0,-1,10183,65,8,91,7,0,1,0,0,0
344,05/01/2021,20210105,10,50,50,50,80,30,16,0,12,0,-1,10185,68,8,90,7,0,1,0,0,0
344,05/01/2021,20210105,11,50,60,60,100,32,19,0,26,0,0,10183,66,8,90,5,0,0,0,0,0
344,05/01/2021,20210105,12,40,50,60,90,36,19,0,26,0,0,10178,70,8,88,7,0,0,0,0,0
344,05/01/2021,20210105,13,40,60,60,90,35,17,0,11,0,0,10175,70,8,87,5,0,0,0,0,0
344,05/01/2021,20210105,14,40,50,60,90,34,14,0,7,0,0,10175,70,8,86,5,0,0,0,0,0
344,05/01/2021,20210105,15,50,60,60,90,32,16,0,5,0,0,10178,70,8,89,5,0,0,0,0,0
344,05/01/2021,20210105,16,50,50,40,90,31,17,0,2,0,0,10178,70,8,90,5,0,0,0,0,0
344,05/01/2021,20210105,17,40,50,50,90,33,20,0,0,0,0,10178,68,8,90,5,0,0,0,0,0
344,05/01/2021,20210105,18,50,60,50,90,34,19,0,0,0,0,10181,66,8,89,5,0,0,0,0,0
344,05/01/2021,20210105,19,60,50,50,90,34,19,0,0,0,0,10183,66,8,89,5,0,0,0,0,0
344,05/01/2021,20210105,20,60,50,50,80,32,24,0,0,0,-1,10184,58,8,94,7,0,1,0,0,0
344,05/01/2021,20210105,21,50,50,50,60,33,25,0,0,0,-1,10185,58,8,94,7,0,1,0,0,0
344,05/01/2021,20210105,22,40,40,50,70,34,26,0,0,0,0,10185,60,8,94,5,0,0,0,0,0
344,05/01/2021,20210105,23,40,50,60,80,34,25,0,0,0,0,10184,60,8,93,5,0,0,0,0,0
344,05/01/2021,20210105,24,40,50,50,80,34,23,0,0,0,0,10183,63,8,92,7,0,0,0,0,0
344,06/01/2021,20210106,1,50,60,50,80,33,21,0,0,0,0,10182,64,8,91,5,0,0,0,0,0
344,06/01/2021,20210106,2,40,50,40,70,34,19,0,0,0,0,10182,69,8,90,5,0,0,0,0,0
344,06/01/2021,20210106,3,40,50,60,80,31,14,0,0,0,0,10181,70,8,88,5,0,0,0,0,0
344,06/01/2021,20210106,4,40,50,50,100,27,9,0,0,0,0,10179,70,8,88,5,0,0,0,0,0
344,06/01/2021,20210106,5,40,50,60,90,25,8,0,0,0,0,10177,70,8,88,5,0,0,0,0,0
344,06/01/2021,20210106,6,40,50,40,80,23,7,0,0,0,0,10177,70,8,89,5,0,0,0,0,0
344,06/01/2021,20210106,7,40,50,50,70,21,5,0,0,0,0,10180,70,8,89,5,0,0,0,0,0
344,06/01/2021,20210106,8,40,50,50,70,17,2,0,1,0,0,10182,70,8,89,5,0,0,0,0,0
344,06/01/2021,20210106,9,50,40,50,70,20,4,0,4,0,0,10184,70,8,89,5,0,0,0,0,0
344,06/01/2021,20210106,10,50,50,40,70,25,4,0,23,0,0,10184,70,8,85,5,0,0,0,0,0
344,06/01/2021,20210106,11,50,30,30,60,30,10,0,36,0,0,10180,70,8,86,5,0,0,0,0,0
344,06/01/2021,20210106,12,10,30,30,40,34,10,0,32,0,0,10173,70,8,84,5,0,0,0,0,0
344,06/01/2021,20210106,13,30,30,20,50,35,0,0,40,0,0,10167,75,8,78,5,0,0,0,0,0
344,06/01/2021,20210106,14,360,20,20,40,34,5,0,19,0,0,10166,70,8,81,5,0,0,0,0,0
344,06/01/2021,20210106,15,10,20,20,30,33,2,0,12,0,0,10167,75,8,80,5,0,0,0,0,0
344,06/01/2021,20210106,16,330,10,10,30,30,1,0,2,0,0,10165,70,8,81,5,0,0,0,0,0
344,06/01/2021,20210106,17,320,20,10,40,25,3,0,0,0,0,10163,70,8,85,5,0,0,0,0,0
344,06/01/2021,20210106,18,280,10,10,20,21,3,0,0,0,0,10162,70,8,87,5,0,0,0,0,0
344,06/01/2021,20210106,19,260,10,20,20,19,2,0,0,0,0,10162,70,8,88,5,0,0,0,0,0
344,06/01/2021,20210106,20,310,20,40,60,23,8,0,0,0,-1,10162,58,8,89,7,0,1,0,0,0
344,06/01/2021,20210106,21,260,30,20,60,13,8,0,0,0,-1,10158,65,8,96,7,0,1,0,0,0
344,06/01/2021,20210106,22,260,20,20,30,11,8,0,0,0,0,10154,65,8,97,5,0,0,0,0,0
344,06/01/2021,20210106,23,330,20,30,50,25,16,0,0,6,1,10152,62,8,93,7,0,1,0,0,0
344,06/01/2021,20210106,24,250,10,20,30,20,11,0,0,5,1,10149,64,8,93,7,0,1,0,0,0
344,07/01/2021,20210107,1,260,20,30,40,21,13,0,0,8,4,10145,63,8,94,7,0,1,0,0,0
344,07/01/2021,20210107,2,270,20,20,30,20,17,0,0,10,4,10144,60,8,97,7,0,1,0,0,0
344,07/01/2021,20210107,3,260,20,20,30,20,17,0,0,10,1,10141,65,8,97,7,0,1,0,0,0
344,07/01/2021,20210107,4,270,20,20,30,23,19,0,0,10,4,10138,58,8,97,7,0,1,0,0,0
344,07/01/2021,20210107,5,270,20,10,30,22,17,0,0,10,8,10135,58,8,96,7,0,1,1,0,0
344,07/01/2021,20210107,6,320,30,30,60,27,20,0,0,9,4,10132,62,8,94,7,0,1,0,0,0
344,07/01/2021,20210107,7,360,20,20,50,28,21,0,0,10,9,10134,58,8,95,7,0,1,1,0,0
344,07/01/2021,20210107,8,320,40,50,80,23,13,0,0,10,12,10138,46,8,93,7,0,1,1,0,0
344,07/01/2021,20210107,9,300,30,20,80,30,21,0,4,8,9,10136,65,8,94,7,0,1,1,0,0
344,07/01/2021,20210107,10,330,20,30,60,41,25,0,16,6,2,10138,70,7,89,7,0,1,0,0,0
344,07/01/2021,20210107,11,310,50,50,80,40,16,0,24,5,2,10136,70,8,83,7,0,1,0,0,0
344,07/01/2021,20210107,12,320,30,30,60,49,8,0,26,0,-1,10130,75,8,74,7,0,1,0,0,0
344,07/01/2021,20210107,13,310,40,40,70,47,0,0,34,0,0,10125,75,8,71,5,0,0,0,0,0
344,07/01/2021,20210107,14,280,40,20,100,40,18,0,27,0,-1,10125,70,8,85,7,0,1,0,0,0
344,07/01/2021,20210107,15,320,40,40,100,41,19,2,13,6,2,10125,70,8,85,7,0,1,0,0,0
344,07/01/2021,20210107,16,310,40,30,80,40,17,2,4,0,-1,10125,70,8,85,7,0,1,0,0,0
344,07/01/2021,20210107,17,290,20,30,50,40,19,0,0,0,-1,10126,70,8,86,7,0,1,0,0,0
344,07/01/2021,20210107,18,270,30,20,70,31,21,0,0,5,4,10125,65,8,93,7,0,1,0,0,0
344,07/01/2021,20210107,19,330,20,20,40,37,22,0,0,4,1,10126,70,8,89,7,0,1,0,0,0
344,07/01/2021,20210107,20,290,30,40,60,38,21,0,0,0,-1,10126,70,8,88,7,0,1,0,0,0
344,07/01/2021,20210107,21,300,40,30,80,38,28,0,0,10,9,10127,65,8,93,7,0,1,0,0,0
344,07/01/2021,20210107,22,310,40,50,80,40,28,0,0,9,7,10126,58,8,92,7,0,1,0,0,0
344,07/01/2021,20210107,23,310,40,50,90,40,27,0,0,10,6,10124,65,8,91,7,0,1,0,0,0
344,07/01/2021,20210107,24,320,50,40,100,43,29,0,0,9,5,10125,67,8,90,7,0,1,0,0,0
344,08/01/2021,20210108,1,330,50,50,80,40,28,0,0,10,14,10125,65,8,91,7,0,1,0,0,0
344,08/01/2021,20210108,2,340,40,50,90,38,26,0,0,10,6,10128,62,8,91,7,0,1,0,0,0
344,08/01/2021,20210108,3,320,20,10,80,33,29,0,0,10,5,10130,65,8,97,7,0,1,0,0,0
344,08/01/2021,20210108,4,300,10,10,30,32,25,0,0,10,1,10129,65,8,95,7,0,1,0,0,0
344,08/01/2021,20210108,5,340,10,10,30,33,29,0,0,10,1,10130,65,8,97,7,0,1,0,0,0
344,08/01/2021,20210108,6,280,10,10,20,23,19,0,0,9,2,10133,65,8,97,7,0,1,0,0,0
344,08/01/2021,20210108,7,270,10,10,10,30,26,0,0,6,1,10136,65,8,97,7,0,1,0,0,0
344,08/01/2021,20210108,8,300,10,10,20,27,23,0,1,0,-1,10144,65,8,97,7,0,1,0,0,0
344,08/01/2021,20210108,9,340,10,10,10,30,26,0,12,0,-1,10151,65,8,97,7,0,1,0,0,0
344,08/01/2021,20210108,10,340,10,10,10,43,36,7,35,0,0,10156,65,8,95,5,0,0,0,0,0
344,08/01/2021,20210108,11,360,10,20,20,43,25,3,32,0,0,10159,70,8,88,5,0,0,0,0,0
344,08/01/2021,20210108,12,10,20,20,30,43,23,0,28,0,0,10161,70,8,86,7,0,0,0,0,0
344,08/01/2021,20210108,13,40,20,20,40,45,21,0,35,0,0,10165,70,8,84,5,0,0,0,0,0
344,08/01/2021,20210108,14,40,20,20,40,47,20,2,26,0,0,10166,70,7,82,5,0,0,0,0,0
344,08/01/2021,20210108,15,70,20,20,40,31,15,5,19,0,0,10173,70,1,89,5,0,0,0,0,0
344,08/01/2021,20210108,16,70,20,10,40,17,9,2,7,0,0,10180,65,0,94,5,0,0,0,0,0
344,08/01/2021,20210108,17,0,10,0,20,8,5,0,0,0,0,10187,65,0,97,5,0,0,0,0,0
344,08/01/2021,20210108,18,290,0,10,10,-2,-3,0,0,0,0,10194,47,0,98,7,1,0,0,0,1
344,08/01/2021,20210108,19,290,10,10,20,-14,-17,0,0,0,0,10199,29,0,98,7,1,0,0,0,1
344,08/01/2021,20210108,20,0,0,0,10,-17,-19,0,0,0,0,10204,2,0,98,7,1,0,0,0,1
344,08/01/2021,20210108,21,260,10,10,20,-19,-21,0,0,0,0,10210,20,0,98,7,1,0,0,0,1
344,08/01/2021,20210108,22,280,10,10,10,-24,-25,0,0,0,0,10212,18,1,98,7,1,0,0,0,1
344,08/01/2021,20210108,23,220,10,10,10,-20,-24,0,0,0,0,10213,40,8,96,7,1,0,0,0,1
344,08/01/2021,20210108,24,0,10,0,20,-13,-15,0,0,0,0,10216,50,2,98,7,1,0,0,0,1
344,09/01/2021,20210109,1,230,10,10,20,-18,-21,0,0,0,0,10218,7,0,98,7,1,0,0,0,1
344,09/01/2021,20210109,2,230,10,10,10,-20,-22,0,0,0,0,10223,2,0,98,7,1,0,0,0,1
344,09/01/2021,20210109,3,250,10,10,10,-28,-30,0,0,0,0,10225,3,0,98,7,1,0,0,0,1
344,09/01/2021,20210109,4,0,10,0,10,-33,-35,0,0,0,0,10227,3,0,98,7,1,0,0,0,1
344,09/01/2021,20210109,5,220,10,10,10,-30,-33,0,0,0,0,10229,4,2,98,7,1,0,0,0,1
344,09/01/2021,20210109,6,230,10,10,10,-27,-30,0,0,0,0,10233,14,0,98,7,1,0,0,0,1
344,09/01/2021,20210109,7,260,10,10,10,-22,-26,0,0,0,0,10236,60,8,97,5,0,0,0,0,0
344,09/01/2021,20210109,8,240,10,10,10,-15,-18,0,1,0,0,10239,59,1,98,7,0,0,0,0,0
344,09/01/2021,20210109,9,250,10,10,20,-13,-16,8,29,0,0,10246,50,0,98,7,0,0,0,0,0
344,09/01/2021,20210109,10,330,10,20,40,25,14,8,66,0,0,10249,65,6,92,5,0,0,0,0,0
344,09/01/2021,20210109,11,310,10,10,30,51,29,10,72,0,0,10248,70,5,85,5,0,0,0,0,0
344,09/01/2021,20210109,12,330,20,30,50,62,23,7,67,0,0,10244,75,1,76,5,0,0,0,0,0
344,09/01/2021,20210109,13,320,30,20,60,57,28,5,61,0,0,10242,70,1,81,5,0,0,0,0,0
344,09/01/2021,20210109,14,310,20,30,40,58,20,10,66,0,0,10242,75,0,76,5,0,0,0,0,0
344,09/01/2021,20210109,15,310,30,30,60,48,16,10,39,0,0,10245,75,0,79,5,0,0,0,0,0
344,09/01/2021,20210109,16,10,20,20,50,36,22,2,9,2,1,10248,70,3,90,7,0,1,0,0,0
344,09/01/2021,20210109,17,260,10,10,30,18,10,0,0,0,0,10250,65,8,94,5,0,0,0,0,0
344,09/01/2021,20210109,18,250,10,10,20,15,8,0,0,0,0,10251,65,0,95,7,0,0,0,0,0
344,09/01/2021,20210109,19,240,10,10,20,-5,-9,0,0,0,0,10253,65,1,97,5,0,0,0,0,0
344,09/01/2021,20210109,20,190,10,10,20,-11,-13,0,0,0,0,10253,58,0,98,7,0,0,0,0,0
344,09/01/2021,20210109,21,220,10,10,10,-16,-18,0,0,0,0,10256,58,1,98,7,0,0,0,0,0
344,09/01/2021,20210109,22,210,10,10,20,-21,-25,0,0,0,0,10255,64,1,97,5,0,0,0,0,0
344,09/01/2021,20210109,23,200,10,10,20,-18,-20,0,0,0,0,10254,58,8,98,7,0,0,0,0,0
344,09/01/2021,20210109,24,230,10,10,10,-14,-19,0,0,0,0,10253,60,8,96,5,0,0,0,0,0
344,10/01/2021,20210110,1,240,20,30,50,17,3,0,1,5,3,10252,60,8,90,7,0,1,0,0,0
344,10/01/2021,20210110,2,210,20,20,40,11,7,0,0,0,-1,10252,65,5,97,7,0,1,0,0,0
344,10/01/2021,20210110,3,190,20,10,20,6,1,0,0,0,0,10247,65,8,96,7,0,0,0,0,0
344,10/01/2021,20210110,4,200,10,10,20,8,4,0,0,0,0,10244,65,8,97,5,0,0,0,0,0
344,10/01/2021,20210110,5,180,20,20,30,15,3,0,0,0,0,10242,65,8,91,5,0,0,0,0,0
344,10/01/2021,20210110,6,210,20,20,30,0,-7,0,0,0,0,10239,65,8,95,7,0,0,0,0,0
344,10/01/2021,20210110,7,220,20,20,30,-2,-12,0,0,0,0,10241,65,8,92,5,0,0,0,0,0
344,10/01/2021,20210110,8,230,20,20,30,14,-4,0,1,0,0,10242,70,8,87,5,0,0,0,0,0
344,10/01/2021,20210110,9,220,20,20,30,8,-8,3,13,0,0,10245,70,6,89,5,0,0,0,0,0
344,10/01/2021,20210110,10,230,20,30,40,37,13,10,50,0,0,10243,70,2,84,5,0,0,0,0,0
344,10/01/2021,20210110,11,240,30,40,60,53,16,10,76,0,0,10241,75,8,77,5,0,0,0,0,0
344,10/01/2021,20210110,12,260,40,40,60,53,20,3,60,0,0,10239,75,6,78,5,0,0,0,0,0
344,10/01/2021,20210110,13,250,50,50,70,56,19,7,78,0,0,10235,75,8,77,5,0,0,0,0,0
344,10/01/2021,20210110,14,260,40,40,70,45,15,0,20,0,0,10235,75,8,80,5,0,0,0,0,0
344,10/01/2021,20210110,15,230,40,40,60,42,16,0,11,0,0,10235,70,8,83,5,0,0,0,0,0
344,10/01/2021,20210110,16,250,40,40,70,41,19,0,2,0,0,10234,70,8,85,5,0,0,0,0,0
344,10/01/2021,20210110,17,230,40,40,70,40,21,0,0,0,0,10233,70,8,87,5,0,0,0,0,0
344,10/01/2021,20210110,18,220,40,40,60,40,24,0,0,0,0,10231,70,8,89,5,0,0,0,0,0
344,10/01/2021,20210110,19,210,40,40,70,41,26,0,0,0,0,10231,70,8,89,5,0,0,0,0,0
344,10/01/2021,20210110,20,220,40,40,70,44,27,0,0,0,0,10225,70,8,88,5,0,0,0,0,0
344,10/01/2021,20210110,21,210,50,50,70,43,28,0,0,0,0,10227,70,8,90,5,0,0,0,0,0
344,10/01/2021,20210110,22,210,60,60,90,45,29,0,0,0,0,10223,70,8,89,5,0,0,0,0,0
344,10/01/2021,20210110,23,210,50,40,80,42,28,0,0,0,0,10220,62,8,90,5,0,0,0,0,0
344,10/01/2021,20210110,24,210,50,60,70,42,29,0,0,0,0,10213,59,8,90,7,0,0,0,0,0
344,11/01/2021,20210111,1,210,50,60,80,42,29,0,0,0,0,10208,58,8,91,7,0,0,0,0,0
344,11/01/2021,20210111,2,210,50,50,80,43,31,0,0,0,0,10206,57,8,91,7,0,0,0,0,0
344,11/01/2021,20210111,3,220,50,60,100,44,32,0,0,0,0,10204,56,8,91,7,0,0,0,0,0
344,11/01/2021,20210111,4,220,60,60,100,43,32,0,0,0,0,10200,56,8,92,7,0,0,0,0,0
344,11/01/2021,20210111,5,220,60,70,100,43,30,0,0,0,0,10194,60,8,91,5,0,0,0,0,0
344,11/01/2021,20210111,6,210,60,60,90,46,32,0,0,0,0,10188,62,8,90,5,0,0,0,0,0
