# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,,
260,01/01/2021,1,230,10,10,20,-25,-26,0,0,0,0,10059,1,0,98,7,1,0,0,0,1
260,01/01/2021,2,230,10,10,20,-32,-34,0,0,0,0,10061,0,1,98,7,1,0,0,0,1
260,01/01/2021,3,230,20,20,30,-27,-29,0,0,0,0,10064,4,7,98,7,1,0,0,0,1
260,01/01/2021,4,220,20,20,30,-11,-14,0,0,0,0,10064,15,8,98,7,1,0,0,0,1
260,01/01/2021,5,230,20,20,40,11,5,0,0,0,0,10064,18,8,95,7,0,0,0,0,0
260,01/01/2021,6,230,30,30,40,19,9,0,0,0,0,10066,44,8,92,7,0,0,0,0,0
260,01/01/2021,7,230,20,30,40,22,8,0,0,0,0,10070,59,8,90,7,0,0,0,0,0
260,01/01/2021,8,230,30,30,40,27,11,0,0,0,0,10073,66,8,89,5,0,0,0,0,0
260,01/01/2021,9,230,20,30,50,31,17,0,6,0,0,10078,69,8,90,5,0,0,0,0,0
260,01/01/2021,10,220,20,20,50,35,20,0,19,0,0,10082,69,8,90,5,0,0,0,0,0
260,01/01/2021,11,230,20,10,40,46,30,2,41,0,0,10083,70,8,89,5,0,0,0,0,0
260,01/01/2021,12,210,20,10,30,50,31,7,67,0,0,10082,70,8,87,5,0,0,0,0,0
260,01/01/2021,13,200,10,10,30,54,36,0,31,0,0,10080,66,7,88,5,0,0,0,0,0
260,01/01/2021,14,220,20,30,50,56,35,0,20,0,0,10081,70,8,86,5,0,0,0,0,0
260,01/01/2021,15,230,30,30,60,54,32,0,9,0,0,10084,70,8,85,5,0,0,0,0,0
260,01/01/2021,16,230,20,20,50,51,36,0,1,0,0,10088,70,8,89,5,0,0,0,0,0
260,01/01/2021,17,240,20,20,40,49,34,0,0,0,0,10091,70,8,90,5,0,0,0,0,0
260,01/01/2021,18,240,20,30,50,46,32,0,0,0,0,10094,70,8,90,5,0,0,0,0,0
260,01/01/2021,19,230,20,20,50,45,34,0,0,0,0,10099,65,8,92,5,0,0,0,0,0
260,01/01/2021,20,220,20,20,30,46,35,0,0,0,0,10103,63,8,92,5,0,0,0,0,0
260,01/01/2021,21,220,20,20,30,38,30,0,0,0,0,10106,59,7,94,7,0,0,0,0,0
260,01/01/2021,22,210,20,20,30,41,33,0,0,0,0,10109,58,8,94,7,0,0,0,0,0
260,01/01/2021,23,210,30,30,50,42,34,0,0,0,0,10111,57,8,94,7,0,0,0,0,0
260,01/01/2021,24,230,30,30,50,45,35,0,0,0,0,10113,60,8,93,5,0,0,0,0,0
260,02/01/2021,1,220,30,20,50,41,33,0,0,0,0,10115,56,8,94,7,0,0,0,0,0
260,02/01/2021,2,220,20,20,50,40,33,0,0,0,0,10118,56,8,95,7,0,0,0,0,0
260,02/01/2021,3,200,20,20,30,37,27,0,0,0,0,10119,56,8,93,7,0,0,0,0,0
260,02/01/2021,4,220,20,20,40,36,28,0,0,0,0,10119,50,8,94,7,0,0,0,0,0
260,02/01/2021,5,200,20,20,40,34,27,0,0,0,0,10120,48,8,95,7,0,0,0,0,0
260,02/01/2021,6,220,20,20,30,33,26,0,0,0,0,10123,46,8,95,7,0,0,0,0,0
260,02/01/2021,7,210,20,20,30,32,30,0,0,0,0,10125,21,8,98,7,0,0,0,0,0
260,02/01/2021,8,180,20,20,40,32,31,0,0,0,0,10131,16,8,98,7,0,0,0,0,0
260,02/01/2021,9,220,20,20,40,33,30,0,4,4,1,10134,16,8,98,7,0,1,0,0,0
260,02/01/2021,10,200,30,20,40,34,31,0,12,0,0,10137,15,8,98,7,0,0,0,0,0
260,02/01/2021,11,210,20,20,30,37,32,0,28,0,0,10137,26,8,96,7,0,0,0,0,0
260,02/01/2021,12,200,30,20,50,37,34,0,17,0,-1,10135,13,8,98,7,0,1,0,0,0
260,02/01/2021,13,220,20,20,40,37,33,0,18,0,0,10132,28,8,97,7,0,0,0,0,0
260,02/01/2021,14,220,10,10,30,39,35,0,19,0,0,10132,30,8,97,7,0,0,0,0,0
260,02/01/2021,15,220,10,10,20,39,37,0,8,0,0,10136,33,8,98,7,0,0,0,0,0
260,02/01/2021,16,150,10,20,30,39,32,0,1,0,0,10137,29,8,95,7,0,0,0,0,0
260,02/01/2021,17,130,20,20,30,37,34,0,0,0,0,10139,19,8,97,7,0,0,0,0,0
260,02/01/2021,18,160,20,20,30,35,33,0,0,0,0,10142,13,8,98,7,0,0,0,0,0
260,02/01/2021,19,110,10,10,20,37,34,0,0,0,0,10145,20,8,97,7,0,0,0,0,0
260,02/01/2021,20,110,10,10,20,38,33,0,0,0,0,10147,23,8,96,7,0,0,0,0,0
260,02/01/2021,21,0,10,0,20,38,34,0,0,3,1,10147,14,8,97,7,0,1,0,0,0
260,02/01/2021,22,50,10,10,20,36,33,0,0,2,1,10149,11,8,97,7,0,1,0,0,0
260,02/01/2021,23,50,10,20,30,36,29,0,0,0,0,10151,41,8,95,7,0,0,0,0,0
260,02/01/2021,24,60,10,20,30,36,27,0,0,0,0,10153,42,8,93,7,0,0,0,0,0
260,03/01/2021,1,70,20,30,50,32,24,0,0,0,0,10153,41,8,94,7,0,0,0,0,0
260,03/01/2021,2,60,20,20,40,29,26,0,0,0,0,10154,28,8,97,7,0,0,0,0,0
260,03/01/2021,3,50,20,20,40,31,26,0,0,0,0,10154,28,8,96,7,0,0,0,0,0
260,03/01/2021,4,60,20,30,40,31,26,0,0,0,0,10152,27,8,96,7,0,0,0,0,0
260,03/01/2021,5,60,30,30,50,31,24,0,0,0,0,10154,46,8,94,7,0,0,0,0,0
260,03/01/2021,6,50,30,30,50,29,20,0,0,0,0,10156,43,8,94,7,0,0,0,0,0
260,03/01/2021,7,40,30,20,40,29,23,0,0,0,0,10161,33,8,95,7,0,0,0,0,0
260,03/01/2021,8,30,20,20,40,30,23,0,0,0,0,10165,34,8,95,7,0,0,0,0,0
260,03/01/2021,9,30,30,30,50,31,23,0,3,0,0,10170,34,8,94,7,0,0,0,0,0
260,03/01/2021,10,50,30,40,60,35,19,0,15,0,0,10175,56,8,89,7,0,0,0,0,0
260,03/01/2021,11,50,40,30,70,35,-1,0,12,0,0,10173,67,8,77,5,0,0,0,0,0
260,03/01/2021,12,40,30,40,70,35,3,0,12,0,0,10170,65,8,79,5,0,0,0,0,0
260,03/01/2021,13,40,40,40,60,39,5,0,20,0,0,10169,67,8,78,5,0,0,0,0,0
260,03/01/2021,14,40,40,50,80,39,10,0,18,0,0,10170,63,7,81,5,0,0,0,0,0
260,03/01/2021,15,40,50,50,90,38,4,0,4,0,0,10171,65,8,78,5,0,0,0,0,0
260,03/01/2021,16,60,50,50,90,36,-5,0,0,0,0,10174,75,8,74,5,0,0,0,0,0
260,03/01/2021,17,40,40,40,100,35,-7,0,0,0,0,10174,75,8,74,5,0,0,0,0,0
260,03/01/2021,18,30,40,40,80,35,-2,0,0,0,0,10175,75,8,76,5,0,0,0,0,0
260,03/01/2021,19,20,50,50,80,35,0,0,0,0,0,10176,75,8,77,5,0,0,0,0,0
260,03/01/2021,20,20,50,50,80,33,4,0,0,0,0,10176,70,8,81,5,0,0,0,0,0
260,03/01/2021,21,30,40,40,80,32,7,0,0,0,-1,10176,70,8,83,7,0,1,0,0,0
260,03/01/2021,22,30,50,50,90,30,12,0,0,0,-1,10175,70,8,88,7,0,1,0,0,0
260,03/01/2021,23,30,40,50,90,30,15,0,0,6,1,10173,68,8,89,7,0,1,0,0,0
260,03/01/2021,24,40,40,50,90,32,17,0,0,0,-1,10172,67,8,89,7,0,1,0,0,0
260,04/01/2021,1,40,50,50,90,31,18,0,0,6,1,10169,65,8,91,7,0,1,0,0,0
260,04/01/2021,2,40,50,40,90,29,19,0,0,7,2,10170,61,8,93,7,0,1,0,0,0
260,04/01/2021,3,50,50,40,90,29,20,0,0,10,6,10170,60,8,93,7,0,1,0,0,0
260,04/01/2021,4,50,50,50,90,29,19,0,0,7,1,10168,65,8,92,7,0,1,0,0,0
260,04/01/2021,5,50,50,50,90,30,17,0,0,0,-1,10170,65,8,91,7,0,1,0,0,0
260,04/01/2021,6,50,50,40,80,30,18,0,0,0,-1,10173,65,8,91,7,0,1,0,0,0
260,04/01/2021,7,50,50,50,100,31,17,0,0,5,1,10176,62,8,91,7,0,1,0,0,0
260,04/01/2021,8,50,50,50,90,31,18,0,0,0,-1,10180,69,8,90,7,0,1,0,0,0
260,04/01/2021,9,50,50,60,90,34,19,0,5,0,-1,10185,67,8,89,7,0,1,0,0,0
260,04/01/2021,10,40,60,50,100,35,15,0,13,0,-1,10187,70,8,86,7,0,1,0,0,0
260,04/01/2021,11,30,60,50,100,32,14,0,11,0,-1,10187,70,8,88,7,0,1,0,0,0
260,04/01/2021,12,40,60,60,110,31,9,0,10,0,-1,10184,70,8,85,7,0,1,0,0,0
260,04/01/2021,13,40,60,60,110,29,5,0,6,0,0,10179,70,8,84,5,0,0,0,0,0
260,04/01/2021,14,40,60,70,130,29,1,0,5,0,0,10179,70,8,82,5,0,0,0,0,0
260,04/01/2021,15,30,50,50,100,27,-1,0,4,0,0,10181,70,8,81,5,0,0,0,0,0
260,04/01/2021,16,30,60,60,110,26,-3,0,1,0,0,10180,70,8,81,5,0,0,0,0,0
260,04/01/2021,17,40,50,50,100,25,-2,0,0,0,0,10181,70,8,82,5,0,0,0,0,0
260,04/01/2021,18,40,50,50,80,24,0,0,0,0,0,10182,70,8,83,5,0,0,0,0,0
260,04/01/2021,19,40,50,50,90,25,-1,0,0,0,0,10182,70,8,82,5,0,0,0,0,0
260,04/01/2021,20,40,50,50,90,25,1,0,0,0,0,10182,70,8,83,5,0,0,0,0,0
260,04/01/2021,21,40,50,60,100,26,0,0,0,0,0,10180,70,8,83,5,0,0,0,0,0
260,04/01/2021,22,40,60,60,100,24,1,0,0,0,0,10178,70,8,84,5,0,0,0,0,0
260,04/01/2021,23,40,50,40,80,23,3,0,0,0,0,10178,70,8,86,5,0,0,0,0,0
260,04/01/2021,24,40,50,50,90,23,3,0,0,0,0,10174,70,8,86,5,0,0,0,0,0
260,05/01/2021,1,40,50,50,80,23,3,0,0,0,0,10176,70,8,86,5,0,0,0,0,0
260,05/01/2021,2,40,50,40,90,21,4,0,0,0,-1,10177,70,8,88,7,0,1,0,0,0
260,05/01/2021,3,50,50,40,80,22,4,0,0,0,0,10175,70,8,87,7,0,0,0,0,0
260,05/01/2021,4,40,40,40,70,23,4,0,0,0,0,10173,70,8,87,5,0,0,0,0,0
260,05/01/2021,5,40,40,40,70,23,5,0,0,0,0,10172,70,8,88,5,0,0,0,0,0
260,05/01/2021,6,60,40,50,90,22,7,0,0,0,0,10176,65,8,89,7,0,0,0,0,0
260,05/01/2021,7,50,40,30,80,23,9,0,0,0,-1,10179,64,8,90,7,0,1,0,0,0
260,05/01/2021,8,40,40,40,60,24,12,0,0,5,1,10182,62,8,92,7,0,1,0,0,0
260,05/01/2021,9,50,30,40,70,27,11,0,2,0,-1,10183,63,8,89,7,0,1,0,0,0
260,05/01/2021,10,40,40,30,70,29,14,0,5,0,0,10185,69,8,89,5,0,0,0,0,0
260,05/01/2021,11,50,40,40,70,34,15,0,16,0,0,10183,70,8,87,5,0,0,0,0,0
260,05/01/2021,12,30,40,40,80,31,17,0,10,0,0,10179,70,8,90,7,0,0,0,0,0
260,05/01/2021,13,40,40,40,70,31,17,0,8,0,0,10174,70,8,90,5,0,0,0,0,0
260,05/01/2021,14,40,40,40,70,29,17,0,5,0,0,10176,60,8,91,5,0,0,0,0,0
260,05/01/2021,15,40,40,40,70,31,16,0,4,0,0,10178,64,8,90,5,0,0,0,0,0
260,05/01/2021,16,50,40,40,80,32,15,0,0,0,-1,10178,67,8,88,7,0,1,0,0,0
260,05/01/2021,17,60,40,50,80,33,14,0,0,0,0,10179,65,8,87,5,0,0,0,0,0
260,05/01/2021,18,50,40,50,80,33,16,0,0,0,-1,10182,65,8,88,7,0,1,0,0,0
260,05/01/2021,19,60,40,40,70,35,19,0,0,0,0,10183,64,8,89,5,0,0,0,0,0
260,05/01/2021,20,50,40,40,70,36,19,0,0,0,0,10185,62,8,88,5,0,0,0,0,0
260,05/01/2021,21,40,40,40,70,35,20,0,0,0,0,10185,62,8,90,5,0,0,0,0,0
260,05/01/2021,22,40,30,30,60,35,21,0,0,0,0,10185,62,8,90,5,0,0,0,0,0
260,05/01/2021,23,50,40,40,80,34,20,0,0,0,0,10184,64,8,90,5,0,0,0,0,0
260,05/01/2021,24,40,50,50,80,32,19,0,0,0,-1,10183,61,8,91,7,0,1,0,0,0
260,06/01/2021,1,40,40,40,70,30,18,0,0,6,1,10180,62,8,91,7,0,1,0,0,0
260,06/01/2021,2,30,40,40,80,29,14,0,0,0,-1,10180,70,8,89,7,0,1,0,0,0
260,06/01/2021,3,40,50,50,90,24,8,0,0,0,0,10179,70,8,88,7,0,0,0,0,0
260,06/01/2021,4,30,50,40,90,23,5,0,0,0,0,10177,70,8,88,5,0,0,0,0,0
260,06/01/2021,5,40,40,40,80,22,5,0,0,0,0,10176,70,8,88,5,0,0,0,0,0
260,06/01/2021,6,40,40,30,80,20,1,0,0,0,0,10175,70,8,87,7,0,0,0,0,0
260,06/01/2021,7,50,40,50,70,20,0,0,0,0,0,10178,70,8,86,5,0,0,0,0,0
260,06/01/2021,8,30,30,30,60,20,-2,0,0,0,0,10180,70,8,84,5,0,0,0,0,0
260,06/01/2021,9,20,30,30,60,22,2,0,5,0,0,10181,70,8,86,5,0,0,0,0,0
260,06/01/2021,10,20,30,30,50,25,4,0,15,0,0,10180,70,8,86,5,0,0,0,0,0
260,06/01/2021,11,30,20,20,50,26,3,0,19,0,0,10176,70,8,85,5,0,0,0,0,0
260,06/01/2021,12,360,20,30,50,30,1,0,30,0,0,10170,70,8,81,5,0,0,0,0,0
260,06/01/2021,13,350,20,20,40,31,0,0,18,0,0,10163,75,8,80,5,0,0,0,0,0
260,06/01/2021,14,330,20,20,50,31,5,0,15,0,0,10163,70,8,83,5,0,0,0,0,0
260,06/01/2021,15,320,20,20,40,29,8,0,8,0,0,10160,70,8,85,5,0,0,0,0,0
260,06/01/2021,16,330,20,20,40,27,2,0,1,0,0,10161,70,8,83,5,0,0,0,0,0
260,06/01/2021,17,280,10,10,30,23,1,0,0,0,0,10158,70,8,85,5,0,0,0,0,0
260,06/01/2021,18,300,10,10,30,23,2,0,0,0,0,10157,70,8,85,5,0,0,0,0,0
260,06/01/2021,19,290,10,10,20,23,0,0,0,0,0,10156,70,8,84,5,0,0,0,0,0
260,06/01/2021,20,280,10,20,30,21,2,0,0,0,0,10155,70,8,86,5,0,0,0,0,0
260,06/01/2021,21,280,20,20,30,22,2,0,0,0,0,10151,70,8,86,5,0,0,0,0,0
260,06/01/2021,22,310,20,20,40,22,-1,0,0,0,-1,10150,70,8,85,7,0,1,0,0,0
260,06/01/2021,23,300,20,20,50,15,3,0,0,0,-1,10148,58,8,91,7,0,1,0,0,0
260,06/01/2021,24,270,10,10,30,13,5,0,0,0,-1,10144,61,8,94,7,0,1,0,0,0
260,07/01/2021,1,270,10,20,30,15,5,0,0,0,-1,10141,64,8,93,7,0,1,0,0,0
260,07/01/2021,2,270,20,20,40,13,5,0,0,0,-1,10139,65,8,94,7,0,1,0,0,0
260,07/01/2021,3,270,20,20,30,14,7,0,0,0,-1,10136,65,8,95,7,0,1,0,0,0
260,07/01/2021,4,260,20,10,30,14,8,0,0,0,-1,10132,65,8,95,7,0,1,0,0,0
260,07/01/2021,5,260,20,20,30,16,8,0,0,0,-1,10129,65,8,94,7,0,1,0,0,0
260,07/01/2021,6,260,20,10,30,18,12,0,0,10,1,10126,64,8,95,7,0,1,0,0,0
260,07/01/2021,7,280,20,20,40,20,14,0,0,10,1,10126,63,8,95,7,0,1,0,0,0
260,07/01/2021,8,270,20,20,40,19,13,0,0,0,-1,10128,65,8,96,7,0,1,0,0,0
260,07/01/2021,9,270,20,20,40,24,19,0,11,7,1,10130,61,8,96,7,0,1,0,0,0
260,07/01/2021,10,310,20,30,50,27,18,0,14,10,4,10130,58,8,93,7,0,1,0,0,0
260,07/01/2021,11,320,30,20,60,31,22,0,23,7,4,10127,65,8,94,7,0,1,0,0,0
260,07/01/2021,12,260,20,20,50,37,26,0,39,0,-1,10121,65,8,92,7,0,1,0,0,0
260,07/01/2021,13,300,30,40,70,40,20,0,21,3,2,10116,65,8,86,7,0,1,0,0,0
260,07/01/2021,14,290,30,20,100,28,19,0,9,10,20,10116,50,8,93,7,0,1,0,0,0
260,07/01/2021,15,300,30,30,60,37,24,0,5,10,6,10115,65,8,91,7,0,1,0,0,0
260,07/01/2021,16,310,40,40,80,35,20,0,1,10,5,10117,63,8,89,7,0,1,0,0,0
260,07/01/2021,17,300,30,20,80,33,23,0,0,10,3,10117,65,8,92,7,0,1,0,0,0
260,07/01/2021,18,270,20,20,50,32,23,0,0,10,3,10115,65,8,93,7,0,1,0,0,0
260,07/01/2021,19,320,30,30,60,34,24,0,0,10,8,10118,59,8,92,7,0,1,0,0,0
260,07/01/2021,20,320,20,10,50,29,25,0,0,10,11,10117,61,8,97,7,0,1,0,0,0
260,07/01/2021,21,310,20,20,80,26,21,0,0,10,5,10118,65,8,96,7,0,1,0,0,0
260,07/01/2021,22,310,20,10,40,26,20,0,0,10,3,10118,65,8,95,7,0,1,0,0,0
260,07/01/2021,23,300,20,10,40,26,21,0,0,6,1,10118,65,8,96,7,0,1,0,0,0
260,07/01/2021,24,310,10,10,30,26,21,0,0,9,1,10119,65,8,96,7,0,1,0,0,0
260,08/01/2021,1,270,10,10,20,25,20,0,0,6,1,10119,63,8,96,7,0,1,0,0,0
260,08/01/2021,2,290,10,10,20,25,21,0,0,0,-1,10122,64,8,97,7,0,1,0,0,0
260,08/01/2021,3,300,10,20,30,27,21,0,0,10,1,10124,65,8,95,7,0,1,0,0,0
260,08/01/2021,4,290,10,10,20,26,22,0,0,0,-1,10125,65,8,97,7,0,1,0,0,0
260,08/01/2021,5,290,10,10,30,24,20,0,0,10,2,10126,61,8,97,7,0,1,0,0,0
260,08/01/2021,6,310,10,10,20,13,9,0,0,0,-1,10130,41,8,97,7,0,1,0,0,0
260,08/01/2021,7,320,10,10,20,11,8,0,0,0,-1,10135,56,8,98,7,0,1,0,0,0
260,08/01/2021,8,320,10,10,20,13,10,0,0,0,-1,10142,19,8,98,7,0,1,0,0,0
260,08/01/2021,9,340,10,10,20,20,17,0,9,0,-1,10150,58,8,98,7,0,1,0,0,0
260,08/01/2021,10,360,10,20,30,29,23,8,39,0,-1,10156,65,8,95,7,0,1,0,0,0
260,08/01/2021,11,20,20,30,50,33,19,3,48,0,0,10159,70,8,90,5,0,0,0,0,0
260,08/01/2021,12,30,30,20,50,35,15,0,41,0,0,10161,70,8,86,7,0,0,0,0,0
260,08/01/2021,13,20,20,10,40,39,16,0,38,0,0,10163,70,8,85,5,0,0,0,0,0
260,08/01/2021,14,60,20,20,30,43,15,8,67,0,0,10165,70,8,81,5,0,0,0,0,0
260,08/01/2021,15,50,20,20,40,31,7,8,23,0,0,10172,70,1,84,5,0,0,0,0,0
260,08/01/2021,16,20,10,10,20,10,1,0,5,0,0,10179,65,0,93,5,0,0,0,0,0
260,08/01/2021,17,310,10,20,20,-2,-6,0,0,0,0,10184,59,0,97,7,0,0,0,0,0
260,08/01/2021,18,290,10,10,20,-12,-15,0,0,0,0,10191,37,4,98,7,1,0,0,0,1
260,08/01/2021,19,330,10,10,10,-20,-23,0,0,0,0,10198,4,1,98,7,1,0,0,0,1
260,08/01/2021,20,0,10,0,20,-14,-18,0,0,0,0,10202,50,6,97,7,1,0,0,0,1
260,08/01/2021,21,280,10,20,20,-18,-21,0,0,0,0,10208,50,4,98,7,0,0,0,0,0
260,08/01/2021,22,290,10,10,20,-20,-22,0,0,0,0,10210,58,8,98,7,0,0,0,0,0
260,08/01/2021,23,280,10,10,20,-25,-28,0,0,0,0,10211,15,3,98,7,0,0,0,0,0
260,08/01/2021,24,290,10,10,20,-28,-30,0,0,0,0,10213,48,2,98,7,1,0,0,0,1
260,09/01/2021,1,270,10,20,20,-30,-32,0,0,0,0,10215,57,1,98,7,0,0,0,0,0
260,09/01/2021,2,300,10,10,20,-34,-38,0,0,0,0,10221,56,2,97,7,0,0,0,0,0
260,09/01/2021,3,300,10,10,20,-27,-31,0,0,0,0,10222,58,3,97,7,0,0,0,0,0
260,09/01/2021,4,290,10,10,20,-33,-39,0,0,0,0,10224,57,0,95,7,0,0,0,0,0
260,09/01/2021,5,290,10,10,20,-39,-43,0,0,0,0,10226,58,0,96,7,0,0,0,0,0
260,09/01/2021,6,320,10,10,20,-42,-45,0,0,0,0,10230,56,0,97,7,0,0,0,0,0
260,09/01/2021,7,290,10,20,30,-44,-48,0,0,0,0,10232,59,0,97,7,0,0,0,0,0
260,09/01/2021,8,290,10,10,20,-42,-46,0,1,0,0,10237,60,1,97,5,0,0,0,0,0
260,09/01/2021,9,330,10,10,30,-15,-20,7,23,0,0,10244,61,7,95,5,0,0,0,0,0
260,09/01/2021,10,290,10,10,20,3,-1,3,33,0,0,10246,57,8,97,7,0,0,0,0,0
260,09/01/2021,11,280,10,10,20,37,20,7,60,0,0,10244,70,0,88,5,0,0,0,0,0
260,09/01/2021,12,310,20,30,50,55,15,10,86,0,0,10241,75,3,75,5,0,0,0,0,0
260,09/01/2021,13,300,20,20,60,57,19,7,71,0,0,10237,75,2,76,5,0,0,0,0,0
260,09/01/2021,14,300,20,20,50,61,18,10,65,0,0,10237,75,1,73,5,0,0,0,0,0
260,09/01/2021,15,310,20,30,80,53,17,10,41,1,2,10242,62,8,77,7,0,1,0,0,0
260,09/01/2021,16,270,20,10,60,31,21,0,2,6,3,10244,65,7,92,7,0,1,0,0,0
260,09/01/2021,17,280,10,10,30,11,9,0,0,0,0,10246,50,0,98,7,0,0,0,0,0
260,09/01/2021,18,270,10,10,20,-8,-13,0,0,0,0,10248,34,0,96,7,0,0,0,0,0
260,09/01/2021,19,280,10,10,20,-17,-17,0,0,0,0,10249,5,1,99,7,1,0,0,0,1
260,09/01/2021,20,270,10,10,20,-23,-23,0,0,0,0,10251,6,0,99,7,1,0,0,0,1
260,09/01/2021,21,250,10,10,20,-27,-28,0,0,0,0,10253,4,0,99,7,1,0,0,0,1
260,09/01/2021,22,240,10,10,20,-31,-32,0,0,0,0,10253,4,1,99,7,1,0,0,0,1
260,09/01/2021,23,240,10,10,20,-25,-28,0,0,0,0,10252,49,7,98,7,1,0,0,0,1
260,09/01/2021,24,0,10,0,20,-24,-27,0,0,0,0,10251,58,7,98,7,0,0,0,0,0
260,10/01/2021,1,230,10,10,10,-28,-31,0,0,0,0,10250,38,4,98,7,0,0,0,0,0
260,10/01/2021,2,990,10,10,20,-19,-22,0,0,0,-1,10250,57,7,97,7,0,1,0,0,1
260,10/01/2021,3,230,20,20,30,-28,-31,0,0,0,-1,10248,58,4,97,7,0,1,0,0,1
260,10/01/2021,4,180,10,10,20,-26,-30,0,0,0,0,10244,58,8,96,7,0,0,0,0,0
260,10/01/2021,5,200,10,10,20,-30,-34,0,0,0,0,10242,43,2,96,7,0,0,0,0,0
260,10/01/2021,6,190,10,10,10,-33,-38,0,0,0,0,10239,41,8,96,7,0,0,0,0,0
260,10/01/2021,7,200,10,10,20,-26,-30,0,0,0,0,10241,56,8,96,7,0,0,0,0,0
260,10/01/2021,8,190,10,10,20,-15,-17,0,0,0,0,10242,57,8,98,7,0,0,0,0,0
260,10/01/2021,9,200,10,20,30,-2,-6,0,9,0,0,10244,60,7,97,5,0,0,0,0,0
260,10/01/2021,10,230,20,20,30,20,14,3,34,0,0,10245,65,7,95,5,0,0,0,0,0
260,10/01/2021,11,230,20,20,50,47,16,10,82,0,0,10240,75,7,80,5,0,0,0,0,0
260,10/01/2021,12,230,30,20,50,50,15,5,72,0,0,10237,75,8,78,5,0,0,0,0,0
260,10/01/2021,13,230,30,40,60,51,12,3,56,0,0,10232,75,8,75,5,0,0,0,0,0
260,10/01/2021,14,230,30,40,60,46,12,3,37,0,0,10232,75,8,78,5,0,0,0,0,0
260,10/01/2021,15,230,30,30,50,45,11,0,12,0,0,10232,75,8,78,5,0,0,0,0,0
260,10/01/2021,16,250,30,20,60,42,13,0,2,0,0,10233,70,8,81,5,0,0,0,0,0
260,10/01/2021,17,230,30,30,60,39,13,0,0,0,0,10233,70,8,83,5,0,0,0,0,0
260,10/01/2021,18,230,30,30,60,39,16,0,0,0,0,10229,70,8,85,5,0,0,0,0,0
260,10/01/2021,19,230,30,40,60,39,17,0,0,0,0,10231,69,8,85,5,0,0,0,0,0
260,10/01/2021,20,210,40,40,70,37,19,0,0,0,0,10225,67,8,88,5,0,0,0,0,0
260,10/01/2021,21,220,40,40,70,36,19,0,0,0,0,10224,66,8,88,5,0,0,0,0,0
260,10/01/2021,22,220,40,40,70,37,21,0,0,0,0,10222,65,8,88,5,0,0,0,0,0
260,10/01/2021,23,210,40,40,70,35,21,0,0,0,0,10216,61,8,90,5,0,0,0,0,0
260,10/01/2021,24,220,40,40,70,38,23,0,0,0,0,10212,63,8,89,5,0,0,0,0,0
260,11/01/2021,1,220,40,40,70,37,22,0,0,0,0,10208,60,8,90,5,0,0,0,0,0
260,11/01/2021,2,210,40,50,70,36,21,0,0,0,0,10206,58,8,89,7,0,0,0,0,0
260,11/01/2021,3,200,50,50,80,33,21,0,0,0,0,10202,50,8,92,7,0,0,0,0,0
260,11/01/2021,4,200,50,40,80,29,20,0,0,0,0,10200,39,8,93,7,0,0,0,0,0
260,11/01/2021,5,210,40,40,80,34,25,0,0,0,0,10193,31,8,94,7,0,0,0,0,0
260,11/01/2021,6,210,50,50,90,38,27,0,0,0,0,10188,48,8,92,7,0,0,0,0,0
260,11/01/2021,7,200,60,60,110,38,26,0,0,0,0,10180,56,8,92,7,0,0,0,0,0
260,11/01/2021,8,210,50,60,100,38,24,0,0,0,0,10179,58,8,90,7,0,0,0,0,0
260,11/01/2021,9,210,50,50,100,40,24,0,1,0,0,10178,59,8,89,7,0,0,0,0,0
260,11/01/2021,10,220,50,50,90,44,26,0,5,0,0,10178,65,8,87,5,0,0,0,0,0
260,11/01/2021,11,210,60,50,100,47,26,0,6,0,0,10170,70,8,85,5,0,0,0,0,0
260,11/01/2021,12,210,50,60,90,49,27,0,15,0,0,10158,70,8,86,5,0,0,0,0,0
260,11/01/2021,13,220,60,60,110,50,27,0,14,0,0,10150,70,8,85,5,0,0,0,0,0
260,11/01/2021,14,220,60,60,120,52,29,0,11,0,0,10143,70,8,84,5,0,0,0,0,0
260,11/01/2021,15,220,60,60,110,55,32,0,9,0,0,10138,69,8,85,5,0,0,0,0,0
260,11/01/2021,16,230,60,50,120,58,34,0,1,0,0,10132,70,8,84,5,0,0,0,0,0
260,11/01/2021,17,230,60,60,110,62,30,0,0,0,0,10124,75,8,80,5,0,0,0,0,0
260,11/01/2021,18,220,60,60,130,61,35,0,0,0,0,10119,70,8,83,5,0,0,0,0,0
260,11/01/2021,19,230,60,50,110,61,40,0,0,0,-1,10115,58,8,86,7,0,1,0,0,0
260,11/01/2021,20,230,50,50,110,59,50,0,0,10,6,10107,56,8,93,7,0,1,0,0,0
260,11/01/2021,21,230,60,60,120,65,54,0,0,3,2,10101,65,8,92,7,0,1,0,0,0
260,11/01/2021,22,230,60,60,110,67,53,0,0,0,-1,10090,69,8,90,7,0,1,0,0,0
260,11/01/2021,23,230,60,60,130,68,57,0,0,6,2,10085,60,8,92,7,0,1,0,0,0
260,11/01/2021,24,230,60,60,110,70,61,0,0,10,2,10076,61,8,93,7,0,1,0,0,0
