# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,,
260,06/07/2021,19,220,60,60,130,175,102,7,33,0,0,10086,82,1,62,5,0,0,0,0,0
260,06/07/2021,20,210,40,40,100,167,99,3,11,0,0,10093,83,0,64,5,0,0,0,0,0
260,06/07/2021,21,200,40,40,70,158,100,0,0,0,0,10100,80,0,68,5,0,0,0,0,0
260,06/07/2021,22,200,40,40,70,155,107,0,0,0,0,10105,75,8,73,5,0,0,0,0,0
260,06/07/2021,23,190,30,30,60,152,106,0,0,0,0,10107,75,7,73,5,0,0,0,0,0
260,06/07/2021,24,180,30,30,50,154,106,0,0,0,0,10110,75,8,73,5,0,0,0,0,0
260,07/07/2021,1,170,30,20,50,144,103,0,0,0,0,10109,75,2,76,5,0,0,0,0,0
260,07/07/2021,2,160,20,20,50,137,111,0,0,0,0,10109,70,7,84,5,0,0,0,0,0
260,07/07/2021,3,170,30,30,50,144,118,0,0,0,0,10111,70,8,84,5,0,0,0,0,0
260,07/07/2021,4,170,30,20,50,142,119,0,3,0,0,10113,70,3,86,5,0,0,0,0,0
260,07/07/2021,5,150,20,30,40,142,123,8,26,0,0,10117,70,4,87,5,0,0,0,0,0
260,07/07/2021,6,160,30,30,50,160,132,3,55,0,0,10121,70,5,83,5,0,0,0,0,0
260,07/07/2021,7,170,30,20,60,167,138,5,81,0,0,10125,70,7,82,5,0,0,0,0,0
260,07/07/2021,8,190,40,40,70,190,147,8,162,0,0,10129,75,1,75,5,0,0,0,0,0
260,07/07/2021,9,210,50,60,110,191,132,8,185,0,0,10133,80,7,68,5,0,0,0,0,0
260,07/07/2021,10,210,50,40,110,200,136,6,206,0,0,10140,79,8,66,5,0,0,0,0,0
260,07/07/2021,11,210,50,50,100,196,128,3,157,0,0,10143,80,8,65,5,0,0,0,0,0
260,07/07/2021,12,220,50,50,100,214,138,6,244,0,0,10149,79,7,61,5,0,0,0,0,0
260,07/07/2021,13,220,40,40,90,201,130,2,123,0,0,10154,81,8,63,5,0,0,0,0,0
260,07/07/2021,14,200,40,40,80,210,139,1,140,0,0,10156,79,8,63,5,0,0,0,0,0
260,07/07/2021,15,220,30,30,90,211,132,2,131,0,0,10157,82,8,60,5,0,0,0,0,0
260,07/07/2021,16,230,30,30,60,217,131,3,122,0,0,10159,81,8,58,5,0,0,0,0,0
260,07/07/2021,17,210,30,40,60,206,125,1,66,0,0,10161,82,8,59,5,0,0,0,0,0
260,07/07/2021,18,220,20,10,50,205,135,2,47,0,0,10164,83,8,64,5,0,0,0,0,0
260,07/07/2021,19,320,20,10,40,183,142,0,18,0,0,10170,75,6,77,5,0,0,0,0,0
260,07/07/2021,20,320,20,10,30,166,140,0,6,0,0,10175,70,5,84,5,0,0,0,0,0
260,07/07/2021,21,40,10,10,20,140,134,0,0,0,0,10179,63,0,95,5,0,0,0,0,0
260,07/07/2021,22,0,0,0,10,130,125,0,0,0,0,10183,62,0,97,5,0,0,0,0,0
260,07/07/2021,23,0,0,0,20,122,117,0,0,0,0,10186,59,0,97,7,0,0,0,0,0
260,07/07/2021,24,50,10,10,20,117,112,0,0,0,0,10188,60,1,97,5,0,0,0,0,0
260,08/07/2021,1,50,0,10,10,116,114,0,0,0,0,10190,6,4,99,7,1,0,0,0,0
260,08/07/2021,2,0,10,0,20,124,119,0,0,0,0,10191,61,7,97,7,1,0,0,0,0
260,08/07/2021,3,310,10,10,20,118,115,0,0,0,0,10188,57,5,98,7,0,0,0,0,0
260,08/07/2021,4,100,10,10,20,124,119,0,2,0,0,10191,61,7,97,5,0,0,0,0,0
260,08/07/2021,5,110,0,10,10,140,135,0,18,0,0,10193,65,8,97,5,0,0,0,0,0
260,08/07/2021,6,0,10,0,10,158,135,0,32,0,0,10200,69,8,86,7,0,0,0,0,0
260,08/07/2021,7,990,10,10,20,197,133,6,107,0,0,10200,78,4,66,5,0,0,0,0,0
260,08/07/2021,8,310,20,10,50,198,128,4,122,0,0,10204,82,7,63,5,0,0,0,0,0
260,08/07/2021,9,330,20,20,40,203,135,3,159,0,0,10203,80,8,65,5,0,0,0,0,0
260,08/07/2021,10,340,20,10,40,213,137,6,244,0,0,10207,81,6,61,5,0,0,0,0,0
260,08/07/2021,11,310,20,20,40,226,127,8,278,0,0,10207,80,7,53,5,0,0,0,0,0
260,08/07/2021,12,340,20,20,70,222,138,6,240,0,0,10204,82,7,58,5,0,0,0,0,0
260,08/07/2021,13,300,20,30,60,220,132,1,125,0,0,10206,81,8,57,5,0,0,0,0,0
260,08/07/2021,14,290,30,30,50,223,138,2,162,0,0,10205,81,7,58,5,0,0,0,0,0
260,08/07/2021,15,290,30,30,60,219,140,2,156,0,0,10206,81,8,60,5,0,0,0,0,0
260,08/07/2021,16,300,30,40,70,215,145,2,108,0,0,10205,80,8,64,5,0,0,0,0,0
260,08/07/2021,17,320,30,30,60,214,141,4,102,0,0,10207,80,8,63,5,0,0,0,0,0
260,08/07/2021,18,330,30,30,60,209,138,10,81,0,0,10208,81,8,64,5,0,0,0,0,0
260,08/07/2021,19,330,20,20,50,202,138,10,43,0,0,10211,80,8,66,5,0,0,0,0,0
260,08/07/2021,20,340,20,20,40,191,136,3,16,0,0,10218,75,8,70,5,0,0,0,0,0
260,08/07/2021,21,330,20,20,30,181,133,0,0,0,0,10220,75,8,73,5,0,0,0,0,0
260,08/07/2021,22,300,20,20,40,170,131,0,0,0,0,10222,75,8,77,5,0,0,0,0,0
260,08/07/2021,23,320,10,10,30,144,132,0,0,0,0,10224,65,8,92,5,0,0,0,0,0
260,08/07/2021,24,320,10,10,20,128,124,0,0,0,0,10219,57,0,97,7,0,0,0,0,0
260,09/07/2021,1,80,10,10,10,119,116,0,0,0,0,10218,50,0,97,7,0,0,0,0,0
260,09/07/2021,2,0,0,0,10,115,112,0,0,0,0,10219,50,0,98,7,0,0,0,0,0
260,09/07/2021,3,290,10,10,10,109,106,0,0,0,0,10218,46,0,98,7,0,0,0,0,0
260,09/07/2021,4,0,0,0,10,108,105,0,2,0,0,10218,18,0,98,7,1,0,0,0,0
260,09/07/2021,5,230,10,10,20,136,133,8,28,0,0,10219,56,1,98,7,0,0,0,0,0
260,09/07/2021,6,270,10,10,20,169,140,10,76,0,0,10217,62,0,83,7,0,0,0,0,0
260,09/07/2021,7,280,20,20,40,181,142,10,129,0,0,10220,67,1,77,5,0,0,0,0,0
260,09/07/2021,8,230,20,30,50,192,144,10,176,0,0,10221,70,1,73,5,0,0,0,0,0
260,09/07/2021,9,220,30,30,50,200,148,8,203,0,0,10219,66,6,71,5,0,0,0,0,0
260,09/07/2021,10,210,30,40,70,209,148,8,250,0,0,10216,69,2,68,5,0,0,0,0,0
260,09/07/2021,11,240,30,30,70,216,132,9,309,0,0,10214,76,1,58,5,0,0,0,0,0
260,09/07/2021,12,230,40,40,80,221,132,10,347,0,0,10214,77,3,57,5,0,0,0,0,0
260,09/07/2021,13,260,30,20,70,228,128,8,279,0,0,10212,80,6,53,5,0,0,0,0,0
260,09/07/2021,14,230,30,30,70,238,136,10,294,0,0,10209,82,1,52,5,0,0,0,0,0
260,09/07/2021,15,250,40,30,70,220,134,8,222,0,0,10206,72,4,58,5,0,0,0,0,0
260,09/07/2021,16,310,30,20,60,208,146,6,153,0,0,10204,68,4,67,5,0,0,0,0,0
260,09/07/2021,17,340,30,30,50,201,145,0,59,0,0,10202,64,7,69,5,0,0,0,0,0
260,09/07/2021,18,360,20,20,40,199,148,0,41,0,0,10200,66,8,72,5,0,0,0,0,0
260,09/07/2021,19,320,20,20,40,199,141,8,35,0,0,10200,68,4,69,5,0,0,0,0,0
260,09/07/2021,20,350,10,10,30,184,148,3,9,0,0,10203,64,7,79,5,0,0,0,0,0
260,09/07/2021,21,10,10,10,10,158,144,0,0,0,0,10203,58,1,91,7,0,0,0,0,0
260,09/07/2021,22,310,10,10,20,145,138,0,0,0,0,10201,50,1,95,7,0,0,0,0,0
260,09/07/2021,23,350,10,10,20,136,134,0,0,0,0,10200,32,1,98,7,0,0,0,0,0
260,09/07/2021,24,350,10,10,10,132,129,0,0,0,0,10197,15,5,98,7,0,0,0,0,0
260,10/07/2021,1,310,10,10,20,142,140,0,0,0,0,10194,33,8,98,7,0,0,0,0,0
260,10/07/2021,2,10,10,10,20,144,142,0,0,0,0,10189,30,7,98,7,0,0,0,0,0
260,10/07/2021,3,290,10,10,20,141,138,0,0,0,0,10183,20,6,98,7,0,0,0,0,0
260,10/07/2021,4,320,10,10,20,131,129,0,2,0,0,10181,2,8,99,7,1,0,0,0,0
260,10/07/2021,5,310,10,10,10,143,140,0,16,0,0,10180,22,7,98,7,1,0,0,0,0
260,10/07/2021,6,330,10,10,20,164,145,2,46,0,0,10178,46,8,88,7,0,0,0,0,0
260,10/07/2021,7,990,10,10,20,176,144,2,82,0,0,10178,57,8,81,7,0,0,0,0,0
260,10/07/2021,8,20,10,10,20,179,145,1,111,0,0,10179,57,8,80,7,0,0,0,0,0
260,10/07/2021,9,290,10,10,30,190,137,3,160,0,0,10174,59,8,71,7,0,0,0,0,0
260,10/07/2021,10,990,10,10,30,200,134,2,173,0,0,10171,63,8,65,5,0,0,0,0,0
260,10/07/2021,11,180,20,20,40,210,140,3,211,0,0,10168,65,8,64,5,0,0,0,0,0
260,10/07/2021,12,340,10,10,40,215,132,4,227,0,0,10160,69,8,59,5,0,0,0,0,0
260,10/07/2021,13,990,20,10,40,227,132,3,197,0,0,10157,71,8,55,5,0,0,0,0,0
260,10/07/2021,14,280,10,10,40,220,122,0,126,0,0,10155,75,8,53,5,0,0,0,0,0
260,10/07/2021,15,290,10,10,30,217,141,0,73,0,0,10151,71,8,62,5,0,0,0,0,0
260,10/07/2021,16,320,20,20,30,214,133,0,83,0,-1,10148,69,8,59,7,0,1,0,0,0
260,10/07/2021,17,300,30,30,60,208,161,4,86,0,-1,10148,63,8,74,7,0,1,0,0,0
260,10/07/2021,18,320,30,20,50,204,151,4,70,0,0,10147,62,8,71,7,0,0,0,0,0
260,10/07/2021,19,330,20,20,40,201,152,7,33,0,0,10150,61,8,73,5,0,0,0,0,0
260,10/07/2021,20,360,20,10,40,186,154,2,6,0,0,10152,60,8,81,5,0,0,0,0,0
260,10/07/2021,21,20,20,20,40,180,146,0,0,0,0,10151,62,8,80,5,0,0,0,0,0
260,10/07/2021,22,30,20,10,30,173,146,0,0,0,0,10156,64,8,84,5,0,0,0,0,0
260,10/07/2021,23,20,20,20,30,174,147,0,0,0,0,10155,67,8,84,5,0,0,0,0,0
260,10/07/2021,24,340,10,10,20,167,149,0,0,0,0,10155,64,8,89,5,0,0,0,0,0
260,11/07/2021,1,30,10,10,20,165,150,0,0,0,0,10155,63,8,90,5,0,0,0,0,0
260,11/07/2021,2,360,10,20,30,172,150,0,0,0,0,10154,64,8,87,5,0,0,0,0,0
260,11/07/2021,3,0,10,0,10,165,153,0,0,0,0,10158,60,8,93,5,0,0,0,0,0
260,11/07/2021,4,350,10,10,20,163,155,0,1,0,-1,10160,57,8,95,7,0,1,0,0,0
260,11/07/2021,5,0,10,0,20,162,154,0,6,0,0,10156,59,8,94,7,0,0,0,0,0
260,11/07/2021,6,310,10,10,20,173,157,0,21,0,0,10156,60,8,90,7,0,0,0,0,0
260,11/07/2021,7,290,10,10,10,180,156,0,36,0,0,10160,62,8,85,5,0,0,0,0,0
260,11/07/2021,8,240,20,20,50,177,154,0,24,0,0,10167,58,8,86,7,0,0,0,0,0
260,11/07/2021,9,280,20,30,40,186,158,0,68,0,0,10167,59,8,84,7,0,0,0,0,0
260,11/07/2021,10,320,20,20,50,199,154,2,157,0,0,10168,63,8,75,5,0,0,0,0,0
260,11/07/2021,11,990,20,10,40,203,154,3,180,0,0,10169,64,8,73,5,0,0,0,0,0
260,11/07/2021,12,990,10,10,30,224,163,4,229,0,0,10163,65,5,68,5,0,0,0,0,0
260,11/07/2021,13,220,20,30,60,220,146,3,177,0,0,10163,70,7,62,5,0,0,0,0,0
260,11/07/2021,14,200,40,40,60,228,164,6,224,0,0,10162,68,1,67,5,0,0,0,0,0
260,11/07/2021,15,220,30,30,70,226,141,9,235,0,0,10160,77,4,58,5,0,0,0,0,0
260,11/07/2021,16,220,30,40,70,229,136,10,203,0,0,10155,80,7,55,5,0,0,0,0,0
260,11/07/2021,17,220,30,30,60,225,141,7,122,0,0,10154,82,7,59,5,0,0,0,0,0
260,11/07/2021,18,340,20,20,50,212,154,3,58,0,0,10155,70,6,69,5,0,0,0,0,0
260,11/07/2021,19,330,20,20,50,200,156,8,30,0,0,10155,66,8,75,5,0,0,0,0,0
260,11/07/2021,20,360,20,20,50,188,159,3,10,0,0,10151,61,8,83,5,0,0,0,0,0
260,11/07/2021,21,20,20,10,30,171,156,0,0,0,0,10153,57,8,91,7,0,0,0,0,0
260,11/07/2021,22,40,10,10,20,154,149,0,0,0,0,10150,39,8,97,7,0,0,0,0,0
260,11/07/2021,23,40,10,10,10,145,144,0,0,0,0,10147,50,8,98,7,1,0,0,0,0
260,11/07/2021,24,0,10,0,20,143,140,0,0,0,0,10145,56,8,98,7,1,0,0,0,0
260,12/07/2021,1,70,10,10,20,138,135,0,0,0,0,10140,17,8,98,7,0,0,0,0,0
260,12/07/2021,2,70,10,10,30,136,133,0,0,0,0,10137,34,8,98,7,1,0,0,0,0
260,12/07/2021,3,70,10,10,20,129,127,0,0,0,0,10130,4,5,99,7,1,0,0,0,0
260,12/07/2021,4,100,10,10,20,139,136,0,2,0,0,10129,13,8,98,7,1,0,0,0,0
260,12/07/2021,5,90,10,10,20,154,152,0,15,0,0,10126,29,8,98,7,0,0,0,0,0
260,12/07/2021,6,100,20,20,30,182,159,2,53,0,0,10120,58,8,86,7,0,0,0,0,0
260,12/07/2021,7,110,20,20,40,202,159,5,97,0,0,10122,67,8,76,5,0,0,0,0,0
260,12/07/2021,8,130,30,20,50,220,160,8,176,0,0,10116,80,8,68,5,0,0,0,0,0
260,12/07/2021,9,120,30,30,60,232,152,9,227,0,0,10112,80,7,60,5,0,0,0,0,0
260,12/07/2021,10,150,40,40,70,235,145,10,284,0,0,10108,80,8,56,5,0,0,0,0,0
260,12/07/2021,11,110,30,30,60,240,161,3,185,0,0,10105,80,8,61,5,0,0,0,0,0
260,12/07/2021,12,120,30,20,60,243,150,3,202,0,0,10103,80,8,56,5,0,0,0,0,0
260,12/07/2021,13,130,30,30,50,233,149,2,138,0,0,10099,82,8,59,5,0,0,0,0,0
260,12/07/2021,14,120,30,20,50,239,150,0,90,0,0,10097,80,8,57,5,0,0,0,0,0
260,12/07/2021,15,110,30,30,60,243,149,5,187,0,0,10094,82,8,55,5,0,0,0,0,0
260,12/07/2021,16,90,40,30,60,237,145,4,131,0,0,10093,80,8,56,5,0,0,0,0,0
260,12/07/2021,17,90,30,30,60,232,157,0,56,0,0,10091,80,8,62,5,0,0,0,0,0
260,12/07/2021,18,160,30,40,80,218,157,0,38,0,0,10096,80,8,68,5,0,0,0,0,0
260,12/07/2021,19,150,30,10,60,195,166,0,2,0,-1,10097,70,8,83,7,0,1,0,0,0
260,12/07/2021,20,0,10,0,20,186,171,0,2,0,-1,10095,70,6,90,7,0,1,0,0,0
260,12/07/2021,21,360,10,20,30,179,165,0,0,0,0,10102,65,4,91,7,0,0,0,0,0
260,12/07/2021,22,0,10,0,30,170,164,0,0,0,0,10102,65,8,96,5,0,0,0,0,0
260,12/07/2021,23,990,10,10,10,168,163,0,0,0,0,10101,63,8,97,5,0,0,0,0,0
260,12/07/2021,24,0,0,0,10,166,161,0,0,0,0,10099,61,8,97,7,0,0,0,0,0
260,13/07/2021,1,30,10,10,20,165,160,0,0,0,0,10099,60,8,97,5,0,0,0,0,0
260,13/07/2021,2,10,10,10,20,161,158,0,0,0,0,10096,58,8,98,7,0,0,0,0,0
260,13/07/2021,3,10,10,20,40,177,174,0,0,0,0,10095,31,8,98,7,0,0,0,0,0
260,13/07/2021,4,10,10,20,30,183,179,0,1,0,0,10096,26,8,97,7,0,0,0,0,0
260,13/07/2021,5,20,20,20,40,189,180,0,5,0,0,10098,32,8,95,7,0,0,0,0,0
260,13/07/2021,6,10,20,20,50,192,179,0,19,0,0,10100,48,8,92,7,0,0,0,0,0
260,13/07/2021,7,350,30,30,60,194,177,0,30,0,0,10103,56,8,89,7,0,0,0,0,0
260,13/07/2021,8,10,40,40,70,200,179,0,61,0,0,10104,57,8,87,7,0,0,0,0,0
260,13/07/2021,9,360,40,40,70,200,175,0,63,0,0,10105,58,8,85,7,0,0,0,0,0
260,13/07/2021,10,20,30,30,70,200,180,0,48,0,-1,10106,57,8,88,7,0,1,0,0,0
260,13/07/2021,11,350,30,30,60,199,175,0,36,0,-1,10111,59,8,85,7,0,1,0,0,0
260,13/07/2021,12,360,40,40,70,197,171,0,30,0,-1,10110,59,8,85,7,0,1,0,0,0
260,13/07/2021,13,350,30,30,60,201,174,0,47,0,-1,10112,61,8,84,7,0,1,0,0,0
260,13/07/2021,14,330,30,30,70,192,178,0,25,4,5,10113,50,8,91,7,0,1,0,0,0
260,13/07/2021,15,350,40,40,70,197,175,0,45,0,-1,10112,61,8,87,7,0,1,0,0,0
260,13/07/2021,16,350,40,50,70,200,173,0,53,0,0,10112,63,8,84,5,0,0,0,0,0
260,13/07/2021,17,350,40,30,70,198,173,0,22,0,0,10115,66,8,85,5,0,0,0,0,0
260,13/07/2021,18,340,30,40,70,195,172,0,11,0,0,10113,62,8,86,7,0,0,0,0,0
260,13/07/2021,19,330,40,30,80,191,174,0,6,0,0,10115,60,8,89,5,0,0,0,0,0
260,13/07/2021,20,330,30,40,70,182,171,0,2,0,0,10115,57,8,93,7,0,0,0,0,0
260,13/07/2021,21,330,40,40,70,178,170,0,1,0,0,10115,49,8,95,7,0,0,0,0,0
260,13/07/2021,22,340,30,40,70,177,169,0,0,0,0,10113,50,8,95,7,0,0,0,0,0
260,13/07/2021,23,340,30,30,70,176,170,0,0,0,0,10115,39,8,96,7,0,0,0,0,0
260,13/07/2021,24,330,30,30,60,173,171,0,0,0,0,10118,22,8,98,7,0,0,0,0,0
260,14/07/2021,1,320,30,40,70,173,170,0,0,0,0,10113,25,8,98,7,0,0,0,0,0
260,14/07/2021,2,330,30,30,70,175,169,0,0,0,0,10115,50,8,95,7,0,0,0,0,0
260,14/07/2021,3,330,30,40,60,176,168,0,0,0,0,10112,50,8,95,7,0,0,0,0,0
260,14/07/2021,4,340,30,30,60,175,166,0,0,0,0,10110,59,8,94,7,0,0,0,0,0
260,14/07/2021,5,320,30,30,50,176,165,0,4,0,0,10110,58,8,93,7,0,0,0,0,0
260,14/07/2021,6,340,30,40,80,176,165,0,12,0,0,10114,59,8,93,7,0,0,0,0,0
260,14/07/2021,7,320,40,40,70,176,163,0,19,0,0,10115,57,8,91,7,0,0,0,0,0
260,14/07/2021,8,340,40,50,90,181,161,0,52,0,0,10117,61,8,88,5,0,0,0,0,0
260,14/07/2021,9,330,40,40,100,181,166,0,36,0,0,10115,59,8,91,7,0,0,0,0,0
260,14/07/2021,10,330,40,50,90,182,168,0,44,0,0,10116,59,8,91,7,0,0,0,0,0
260,14/07/2021,11,330,40,40,90,185,168,0,57,0,0,10117,62,8,89,5,0,0,0,0,0
260,14/07/2021,12,330,50,50,90,195,169,0,88,0,0,10115,66,8,84,5,0,0,0,0,0
260,14/07/2021,13,330,40,50,80,200,173,0,83,0,0,10114,70,8,84,5,0,0,0,0,0
260,14/07/2021,14,320,50,40,80,210,177,0,102,0,0,10110,65,8,81,5,0,0,0,0,0
260,14/07/2021,15,310,50,40,90,201,176,0,60,0,0,10111,61,8,85,5,0,0,0,0,0
260,14/07/2021,16,310,40,50,90,201,175,1,92,0,0,10108,61,8,84,5,0,0,0,0,0
260,14/07/2021,17,320,50,40,90,197,173,1,81,0,0,10108,61,8,85,5,0,0,0,0,0
260,14/07/2021,18,320,40,40,80,204,179,2,53,0,0,10105,62,7,85,5,0,0,0,0,0
260,14/07/2021,19,330,40,40,90,206,179,8,35,0,0,10108,65,8,84,5,0,0,0,0,0
260,14/07/2021,20,350,50,60,100,194,175,3,6,0,0,10118,60,8,89,5,0,0,0,0,0
260,14/07/2021,21,330,50,40,100,188,182,0,0,4,3,10118,50,8,96,7,0,1,0,0,0
260,14/07/2021,22,340,50,50,90,190,183,0,0,5,3,10119,50,8,95,7,0,1,0,0,0
260,14/07/2021,23,340,50,50,100,187,180,0,0,7,5,10122,50,8,95,7,0,1,0,0,0
260,14/07/2021,24,340,50,50,90,185,179,0,0,6,1,10127,50,8,96,7,0,1,0,0,0
260,15/07/2021,1,350,50,50,100,185,178,0,0,0,-1,10127,50,8,95,7,0,1,0,0,0
260,15/07/2021,2,340,50,40,100,180,176,0,0,0,0,10127,36,8,97,7,0,0,0,0,0
260,15/07/2021,3,340,50,50,120,180,176,0,0,0,0,10125,50,8,97,7,0,0,0,0,0
260,15/07/2021,4,340,60,60,120,179,175,0,0,0,0,10129,50,8,97,7,0,0,0,0,0
260,15/07/2021,5,340,50,60,100,177,173,0,2,6,18,10133,31,8,97,7,0,1,0,0,0
260,15/07/2021,6,340,50,30,100,175,170,0,3,4,17,10136,50,8,97,7,0,1,0,0,0
260,15/07/2021,7,350,50,60,100,175,168,0,6,1,8,10140,57,8,95,7,0,1,0,0,0
260,15/07/2021,8,360,50,50,120,176,168,0,10,0,-1,10146,59,8,95,7,0,1,0,0,0
260,15/07/2021,9,350,50,60,120,176,168,0,30,5,10,10152,59,8,95,7,0,1,0,0,0
260,15/07/2021,10,360,50,50,90,177,166,0,25,0,-1,10156,61,8,93,7,0,1,0,0,0
260,15/07/2021,11,350,50,50,90,177,166,0,29,0,-1,10158,60,8,93,7,0,1,0,0,0
260,15/07/2021,12,350,50,50,100,180,168,0,31,3,2,10162,61,8,92,7,0,1,0,0,0
260,15/07/2021,13,350,50,40,100,181,165,0,35,0,-1,10166,63,8,90,7,0,1,0,0,0
260,15/07/2021,14,350,40,40,80,176,166,0,29,7,3,10170,60,8,93,7,0,1,0,0,0
260,15/07/2021,15,350,40,40,90,177,167,0,30,8,3,10175,60,8,93,7,0,1,0,0,0
260,15/07/2021,16,350,40,40,70,179,167,0,15,8,2,10177,61,8,92,7,0,1,0,0,0
260,15/07/2021,17,360,50,50,90,182,161,0,15,0,-1,10179,65,8,87,7,0,1,0,0,0
260,15/07/2021,18,350,50,50,90,181,156,0,10,0,0,10181,68,8,85,7,0,0,0,0,0
260,15/07/2021,19,350,50,50,90,180,154,0,13,0,0,10186,69,8,84,5,0,0,0,0,0
260,15/07/2021,20,350,50,40,90,179,148,0,5,0,0,10194,70,8,82,5,0,0,0,0,0
260,15/07/2021,21,360,40,40,90,177,143,0,1,0,0,10198,75,8,80,5,0,0,0,0,0
260,15/07/2021,22,360,30,30,80,175,144,0,0,0,0,10205,70,8,82,5,0,0,0,0,0
260,15/07/2021,23,340,30,40,60,172,145,0,0,0,0,10204,70,8,84,5,0,0,0,0,0
260,15/07/2021,24,330,30,30,70,167,144,0,0,0,0,10207,65,8,86,5,0,0,0,0,0
260,16/07/2021,1,330,30,40,60,163,135,0,0,0,0,10208,66,8,83,5,0,0,0,0,0
260,16/07/2021,2,330,30,30,60,160,128,0,0,0,0,10210,67,8,81,5,0,0,0,0,0
260,16/07/2021,3,330,30,30,60,157,126,0,0,0,0,10210,66,8,81,5,0,0,0,0,0
260,16/07/2021,4,340,30,30,60,156,121,0,1,0,0,10212,66,8,79,5,0,0,0,0,0
260,16/07/2021,5,330,30,30,60,157,120,0,6,0,0,10213,66,8,79,5,0,0,0,0,0
260,16/07/2021,6,330,30,20,60,159,124,0,20,0,0,10217,65,8,79,5,0,0,0,0,0
260,16/07/2021,7,330,30,30,60,163,126,0,40,0,-1,10221,65,8,78,7,0,1,0,0,0
260,16/07/2021,8,330,30,30,60,164,125,0,42,0,0,10226,64,8,77,5,0,0,0,0,0
260,16/07/2021,9,330,40,40,70,170,126,0,54,0,0,10228,64,8,75,7,0,0,0,0,0
260,16/07/2021,10,340,40,40,70,180,130,1,105,0,0,10231,65,8,72,5,0,0,0,0,0
260,16/07/2021,11,350,40,40,70,194,131,2,175,0,0,10233,66,7,66,5,0,0,0,0,0
260,16/07/2021,12,340,40,50,80,197,130,4,202,0,0,10233,67,6,65,7,0,0,0,0,0
260,16/07/2021,13,330,40,40,90,208,140,8,264,0,0,10234,63,7,65,5,0,0,0,0,0
260,16/07/2021,14,340,40,40,80,213,140,8,247,0,0,10235,66,3,62,5,0,0,0,0,0
260,16/07/2021,15,10,40,40,80,210,144,9,229,0,0,10235,66,6,66,5,0,0,0,0,0
260,16/07/2021,16,340,40,40,80,212,143,10,204,0,0,10234,65,3,64,5,0,0,0,0,0
260,16/07/2021,17,350,50,40,80,205,139,10,155,0,0,10236,66,1,66,5,0,0,0,0,0
260,16/07/2021,18,360,40,40,80,195,140,10,95,0,0,10240,64,1,70,5,0,0,0,0,0
260,16/07/2021,19,10,40,30,70,185,140,10,40,0,0,10245,64,2,75,5,0,0,0,0,0
260,16/07/2021,20,350,30,30,60,179,139,2,6,0,0,10251,63,7,77,5,0,0,0,0,0
260,16/07/2021,21,350,30,20,60,178,144,0,1,0,0,10254,63,8,80,5,0,0,0,0,0
260,16/07/2021,22,340,20,20,50,176,144,0,0,0,0,10254,63,8,81,5,0,0,0,0,0
260,16/07/2021,23,10,20,30,50,173,142,0,0,0,0,10255,63,8,82,5,0,0,0,0,0
260,16/07/2021,24,350,20,20,50,170,143,0,0,0,0,10257,63,8,83,5,0,0,0,0,0
260,17/07/2021,1,10,20,30,60,169,142,0,0,0,0,10258,63,8,84,5,0,0,0,0,0
260,17/07/2021,2,10,20,20,40,161,142,0,0,0,0,10257,62,4,88,5,0,0,0,0,0
260,17/07/2021,3,340,10,10,30,137,132,0,0,0,0,10256,56,0,96,7,0,0,0,0,0
260,17/07/2021,4,320,20,10,40,145,143,0,1,0,0,10256,56,1,98,7,0,0,0,0,0
260,17/07/2021,5,340,20,20,40,154,150,5,20,0,0,10259,56,6,97,7,0,0,0,0,0
260,17/07/2021,6,340,20,20,40,169,150,2,42,0,0,10260,57,6,89,7,1,0,0,0,0
260,17/07/2021,7,360,30,30,50,199,150,10,121,0,0,10265,71,2,73,5,0,0,0,0,0
260,17/07/2021,8,20,40,40,70,210,149,10,169,0,0,10266,80,0,68,5,0,0,0,0,0
260,17/07/2021,9,20,40,40,80,214,153,10,228,0,0,10269,80,1,68,5,0,0,0,0,0
260,17/07/2021,10,30,40,50,80,223,141,10,271,0,0,10267,80,0,60,5,0,0,0,0,0
260,17/07/2021,11,360,50,50,90,236,140,10,295,0,0,10265,80,0,54,5,0,0,0,0,0
260,17/07/2021,12,10,50,40,90,240,144,10,303,0,0,10264,80,1,55,5,0,0,0,0,0
260,17/07/2021,13,20,50,50,100,236,139,10,302,0,0,10262,82,0,54,5,0,0,0,0,0
260,17/07/2021,14,20,50,50,90,241,143,10,286,0,0,10260,80,0,54,5,0,0,0,0,0
260,17/07/2021,15,10,50,50,90,244,150,10,252,0,0,10259,80,0,55,5,0,0,0,0,0
260,17/07/2021,16,360,50,50,90,244,148,10,206,0,0,10257,82,0,55,5,0,0,0,0,0
260,17/07/2021,17,360,50,40,80,238,136,10,152,0,0,10256,82,0,53,5,0,0,0,0,0
260,17/07/2021,18,360,50,40,80,232,140,10,97,0,0,10255,83,0,56,5,0,0,0,0,0
260,17/07/2021,19,330,40,30,80,220,147,10,45,0,0,10256,83,0,63,5,0,0,0,0,0
260,17/07/2021,20,330,20,10,60,197,151,2,8,0,0,10258,75,0,74,5,0,0,0,0,0
